,DATE_year,DATE_month,DATE_week,DATE_day,Hour,Minute,Temp(K),Humidity%,Pressure(atm),wind,Description,disposition
0,2012,10,40,4,20,00,293.31,56.0,1017.0,7.0,0,0
1,2012,10,40,4,23,00,291.82,68.0,1017.0,3.0,13,2
2,2012,10,40,5,0,01,289.74,63.0,1018.0,3.0,13,0
3,2012,10,41,10,14,00,281.87,66.0,1020.0,2.0,2,2
4,2012,10,42,15,12,30,292.15,82.0,1009.0,8.0,7,0
5,2012,10,42,17,21,30,291.65,45.0,1007.0,4.0,14,3
6,2012,10,42,19,19,25,288.74,44.0,1001.0,6.0,0,3
7,2012,10,42,20,22,20,281.8,93.0,1003.0,6.0,11,0
8,2012,10,42,21,13,05,280.56,93.0,1008.0,3.0,11,1
9,2012,10,42,21,22,00,285.75,66.0,1012.0,4.0,11,5
10,2012,10,43,22,6,45,277.85,93.0,1016.0,0.0,9,0
11,2012,10,43,24,18,00,290.52,77.0,1017.0,0.0,0,1
12,2012,10,43,25,9,00,288.23,72.0,1017.0,2.0,2,1
13,2012,10,43,25,17,00,296.16,60.0,1017.0,4.0,13,0
14,2012,11,44,1,0,01,277.51,86.0,1007.0,8.0,1,1
15,2012,11,45,6,18,55,279.54,60.0,1021.0,3.0,13,1
16,2012,11,46,13,0,01,290.21,51.0,1015.0,8.0,11,3
17,2012,11,46,14,17,00,275.48,47.0,1033.0,3.0,14,0
18,2012,11,46,14,21,50,277.21,44.0,1031.0,2.0,14,5
19,2012,11,47,25,13,00,270.15,68.0,1024.0,4.0,11,0
20,2012,11,48,27,0,01,277.78,60.0,1014.0,2.0,11,0
21,2012,11,48,28,12,00,270.22,92.0,1026.0,2.0,9,2
22,2012,11,48,29,12,30,269.52,79.0,1027.0,3.0,14,1
23,2012,11,48,29,13,40,270.63,79.0,1028.0,3.0,4,2
24,2012,12,48,1,13,00,277.78,64.0,1021.0,3.0,13,2
25,2012,12,49,4,8,00,288.42,100.0,1019.0,2.0,7,0
26,2012,12,49,6,17,06,278.07,69.0,1029.0,2.0,13,2
27,2012,12,49,7,23,00,281.34,70.0,1016.0,2.0,11,2
28,2012,12,50,10,16,00,280.26,100.0,1012.0,5.0,7,0
29,2012,12,50,14,18,00,280.32,45.0,1027.0,3.0,13,1
30,2012,10,40,1,13,00,283.85,76.0,1011.0,4.0,11,1
31,2012,10,40,4,18,30,291.27,63.0,1017.0,5.0,0,3
32,2012,10,40,4,22,30,293.37,52.0,1017.0,4.0,13,0
33,2012,10,40,5,11,00,285.29,87.0,1021.0,2.0,0,0
34,2012,10,40,5,12,00,286.22,82.0,1021.0,2.0,0,1
35,2012,10,40,6,10,30,284.64,76.0,1021.0,4.0,11,2
36,2012,10,40,7,15,00,279.86,65.0,1021.0,4.0,0,5
37,2012,10,41,8,17,00,281.845,28.0,1022.0,4.0,11,1
38,2012,10,41,9,0,01,278.56,60.0,1022.0,0.0,2,3
39,2012,10,41,9,21,00,285.45,40.0,1020.0,3.0,2,0
40,2012,10,41,12,21,00,287.45,44.0,1021.0,6.0,2,2
41,2012,10,41,13,11,45,280.86,81.0,1026.0,4.0,2,4
42,2012,10,41,14,12,00,282.15,66.0,1023.0,2.0,11,5
43,2012,10,42,15,12,00,292.15,82.0,1009.0,8.0,7,3
44,2012,10,42,15,18,30,295.505,58.0,1005.0,11.0,0,5
45,2012,10,42,15,22,00,294.56,56.0,1004.0,9.0,0,5
46,2012,10,42,16,17,00,286.15,58.0,1014.0,5.0,14,2
47,2012,10,42,18,4,00,288.39,62.0,1007.0,4.0,0,5
48,2012,10,42,19,6,30,287.02,93.0,998.0,7.0,7,1
49,2012,10,42,19,9,00,284.33,87.0,998.0,5.0,7,1
50,2012,10,42,19,20,30,288.56,31.0,1002.0,10.0,0,5
51,2012,10,42,20,18,00,281.83,87.0,1001.0,5.0,9,1
52,2012,10,43,22,12,00,279.54333330000003,92.0,1018.0,2.0,14,5
53,2012,10,43,24,16,31,288.57,87.0,1018.0,0.0,10,1
54,2012,10,43,25,0,01,291.12,77.0,1015.0,2.0,11,4
55,2012,10,43,25,15,35,293.0,68.0,1018.0,4.0,2,4
56,2012,10,43,25,19,00,298.16,50.0,1016.0,5.0,2,3
57,2012,10,43,25,19,48,298.16,50.0,1016.0,5.0,2,1
58,2012,10,43,25,21,30,298.45,47.0,1015.0,5.0,2,1
59,2012,10,43,26,8,59,289.18,72.0,1015.0,3.0,2,2
60,2012,10,43,27,13,15,279.56,81.0,1023.0,6.0,11,1
61,2012,10,43,27,21,00,281.86,66.0,1021.0,4.0,0,1
62,2012,10,43,28,14,37,280.15,65.0,1022.0,7.0,2,1
63,2012,10,44,30,17,15,282.45,31.0,1019.0,11.0,2,1
64,2012,11,44,2,15,32,277.97,48.0,1013.0,4.0,2,5
65,2012,11,44,2,18,00,283.76,27.0,1012.0,6.0,2,2
66,2012,11,45,7,21,00,282.93,45.0,1014.0,2.0,11,3
67,2012,11,45,9,11,10,272.84,100.0,1022.0,0.0,9,4
68,2012,11,45,10,1,00,276.71,86.0,1022.0,3.0,9,3
69,2012,11,46,12,11,00,284.33,75.0,1002.0,6.0,14,4
70,2012,11,46,14,16,00,274.94,64.0,1033.0,3.0,2,0
71,2012,11,46,14,18,00,276.35,44.0,1032.0,2.0,14,0
72,2012,11,46,16,0,01,276.18,64.0,1029.0,2.0,0,5
73,2012,11,46,16,17,40,275.93,64.0,1010.0,1.0,0,2
74,2012,11,46,17,19,45,282.88,46.0,1030.0,0.0,14,5
75,2012,11,47,25,18,00,273.4,63.0,1024.0,3.0,0,5
76,2012,11,48,27,14,20,277.15,64.0,1022.0,2.0,13,0
77,2012,11,48,29,9,15,269.7,79.0,1027.0,2.0,2,1
78,2012,12,48,2,11,30,277.25,81.0,1022.0,2.0,9,1
79,2012,12,49,6,18,38,279.44,56.0,1028.0,0.0,0,4
80,2012,12,49,7,16,35,277.21,74.0,1021.0,3.0,0,2
81,2012,12,49,9,2,20,281.88,90.0,993.0,3.0,7,4
82,2012,12,50,12,19,10,274.46,56.0,1001.0,4.0,14,2
83,2012,12,50,13,9,47,269.38,79.0,1025.0,2.0,14,4
84,2012,12,50,15,12,55,272.97,68.0,1024.0,2.0,14,2
85,2012,12,50,16,5,00,279.05,52.0,1020.0,3.0,11,2
86,2012,10,41,11,3,30,287.6,52.0,996.0,5.0,14,5
87,2012,10,42,18,14,45,289.08,67.0,1006.0,6.0,13,2
88,2012,12,48,2,11,30,277.25,81.0,1022.0,2.0,9,4
89,2013,1,2,7,13,21,275.18,80.0,1017.0,5.0,11,2
90,2013,1,3,14,12,30,277.15,93.0,1012.0,4.0,1,2
91,2013,1,3,16,18,56,271.01,63.0,1025.0,5.0,0,4
92,2013,1,4,21,9,00,274.3,57.0,1017.0,9.0,14,3
93,2013,1,4,24,13,15,262.95,61.0,1026.0,2.0,11,2
94,2013,2,6,5,8,22,263.52,93.0,999.0,2.0,0,1
95,2013,2,6,6,0,01,270.2,97.0,993.0,3.0,0,0
96,2013,2,7,13,11,30,270.73,78.0,1001.0,4.0,14,4
97,2013,2,7,17,19,00,268.27,53.0,1019.0,7.0,0,4
98,2013,2,8,20,18,00,269.405,65.0,1014.0,10.0,0,4
99,2013,3,10,8,12,00,271.38,86.0,1027.0,3.0,11,3
100,2013,3,13,26,0,01,272.1,86.0,999.0,5.0,3,4
101,2013,3,13,28,17,00,277.88,59.0,1027.0,4.0,14,3
102,2013,4,14,4,0,01,279.47,28.0,1024.0,4.0,13,1
103,2013,4,14,7,18,19,288.48,30.0,1017.0,7.0,14,0
104,2013,4,16,16,13,00,286.79,67.0,1013.0,3.0,11,0
105,2013,4,16,18,7,30,282.51,93.0,1022.0,4.0,9,3
106,2013,4,17,22,21,21,285.37,37.0,1028.0,4.0,0,3
107,2013,4,17,25,8,30,280.15,93.0,1011.0,4.0,10,0
108,2013,4,18,30,16,19,288.88,87.0,1016.0,2.0,11,2
109,2013,5,18,1,21,30,300.015,45.0,1014.0,4.0,2,2
110,2013,5,18,5,12,00,288.44,54.0,1015.0,4.0,13,3
111,2013,5,19,7,22,00,291.785,68.0,1013.0,4.0,0,0
112,2013,5,19,8,1,00,290.97,63.0,1015.0,3.0,13,1
113,2013,5,19,12,16,45,282.45,81.0,1014.0,4.0,11,1
114,2013,5,20,13,14,00,280.96,56.0,1019.0,5.0,14,4
115,2013,5,20,13,19,30,285.34,40.0,1020.0,7.0,0,1
116,2013,5,20,15,13,00,285.83,43.0,1016.0,5.0,13,0
117,2013,5,20,16,12,00,293.93,52.0,1011.0,6.0,14,1
118,2013,5,20,16,12,00,293.93,52.0,1011.0,6.0,14,0
119,2013,5,20,17,11,02,292.55,77.0,1012.0,3.0,14,1
120,2013,5,20,17,18,00,298.59,53.0,1015.0,4.0,11,0
121,2013,5,20,18,15,00,296.61,64.0,1018.0,0.0,13,2
122,2013,5,20,19,12,00,291.51,93.0,1018.0,2.0,9,1
123,2013,5,21,20,7,50,291.12,93.0,1014.0,2.0,9,0
124,2013,5,21,21,5,30,296.88,73.0,1013.0,2.0,13,3
125,2013,5,21,23,0,01,298.83,50.0,1008.0,4.0,14,4
126,2013,5,21,23,9,00,292.42,82.0,1008.0,4.0,11,1
127,2013,5,21,23,12,00,291.94,88.0,1007.0,5.0,9,0
128,2013,5,21,26,18,00,289.97,38.0,1028.0,1.0,11,4
129,2013,5,22,28,23,00,297.74,69.0,1014.0,5.0,11,0
130,2013,5,22,29,17,50,298.03,69.0,1014.0,7.0,13,2
131,2013,5,22,30,13,00,294.95,60.0,1017.0,5.0,14,0
132,2013,5,22,30,16,00,299.01,57.0,1017.0,7.0,14,3
133,2013,5,22,30,23,20,301.84,37.0,1016.0,6.0,14,0
134,2013,5,22,31,2,00,298.85,60.0,1016.0,2.0,14,0
135,2013,6,22,2,20,33,296.0,73.0,1010.0,4.0,0,2
136,2013,6,23,4,13,40,284.1,76.0,1018.0,2.0,11,3
137,2013,6,23,6,8,00,288.78,67.0,1018.0,2.0,0,0
138,2013,6,23,6,20,00,299.39,54.0,1011.0,1.0,13,5
139,2013,6,23,6,22,00,299.67,57.0,1012.0,1.0,13,5
140,2013,6,23,8,10,42,290.2,77.0,1011.0,2.0,13,1
141,2013,6,24,13,15,35,299.98,74.0,1013.0,2.0,13,5
142,2013,6,24,14,18,00,297.37,56.0,1012.0,7.0,14,0
143,2013,6,24,14,21,10,300.54,44.0,1014.0,9.0,14,2
144,2013,6,24,15,8,00,288.71,77.0,1015.0,3.0,14,1
145,2013,6,24,15,16,00,295.62,64.0,1019.0,2.0,14,4
146,2013,6,24,16,4,18,293.02,77.0,1018.0,2.0,14,1
147,2013,6,25,19,5,50,295.66,73.0,1014.0,5.0,14,0
148,2013,6,25,19,11,06,293.5425,78.0,1013.0,2.0,14,2
149,2013,6,25,20,1,30,296.37,56.0,1015.0,3.0,14,4
150,2013,6,25,20,12,00,292.09,68.0,1019.0,2.0,14,0
151,2013,6,25,21,12,48,295.0775,71.0,1035.0,1.0,14,2
152,2013,6,25,23,12,00,297.24,69.0,1020.0,3.0,2,1
153,2013,6,26,24,17,30,303.91,45.0,1020.0,6.0,14,3
154,2013,6,26,24,23,00,296.24,83.0,1018.0,2.0,0,5
155,2013,6,26,25,22,14,304.96,54.0,1017.0,4.0,14,2
156,2013,6,26,26,7,00,295.32,83.0,1017.0,3.0,14,4
157,2013,6,26,26,13,30,298.15,73.0,1017.0,4.0,14,1
158,2013,6,26,26,18,30,306.77,55.0,1016.0,4.0,13,0
159,2013,6,26,28,13,00,297.44,83.0,1009.0,6.0,0,0
160,2013,6,26,28,16,20,300.15,61.0,1010.0,4.0,14,2
161,2013,6,26,29,3,00,298.79,73.0,1006.0,3.0,14,0
162,2013,7,27,2,8,46,292.15,77.0,1013.0,2.0,0,1
163,2013,7,27,4,2,00,291.15,88.0,1017.0,1.0,14,2
164,2013,7,27,4,13,00,292.82,100.0,1019.0,3.0,9,3
165,2013,7,27,4,16,00,295.47,68.0,1019.0,5.0,11,0
166,2013,7,27,5,21,00,297.595,65.0,1020.0,2.0,13,0
167,2013,7,27,5,22,00,297.43,69.0,1020.0,2.0,0,0
168,2013,7,28,8,12,00,293.15,88.0,1020.0,2.0,9,2
169,2013,7,28,8,21,00,305.39,54.0,1018.0,3.0,14,3
170,2013,7,28,10,12,00,298.52,69.0,1018.0,4.0,14,3
171,2013,7,28,10,13,00,300.3,74.0,1019.0,4.0,13,0
172,2013,7,28,10,19,15,304.9,58.0,1017.0,4.0,14,0
173,2013,7,28,10,22,00,301.171,80.0,1020.0,3.0,10,0
174,2013,7,28,11,0,01,301.75,66.0,1015.0,3.0,7,3
175,2013,7,28,11,13,00,301.01,74.0,1014.0,4.0,14,0
176,2013,7,28,12,15,00,295.28,60.0,1018.0,3.0,14,4
177,2013,7,28,13,15,00,296.33,50.0,1021.0,3.0,14,0
178,2013,7,28,13,21,20,303.915,44.0,1020.0,2.0,0,0
179,2013,7,28,14,17,00,300.75,51.0,1021.0,3.0,13,1
180,2013,7,29,15,0,01,300.66,45.0,1020.0,3.0,13,0
181,2013,7,29,15,21,00,306.31,48.0,1022.0,2.0,13,3
182,2013,7,29,16,0,01,303.52,53.0,1022.0,1.0,13,2
183,2013,7,29,17,18,00,308.31,55.0,1027.0,2.0,0,2
184,2013,7,29,17,18,00,308.31,55.0,1027.0,2.0,0,2
185,2013,7,29,18,15,31,302.75,55.0,1028.0,2.0,14,4
186,2013,7,29,19,13,30,302.15,66.0,1023.0,1.0,14,5
187,2013,7,29,20,9,25,297.43,88.0,1017.0,2.0,14,2
188,2013,7,29,20,12,20,299.15,78.0,1017.0,3.0,14,0
189,2013,7,30,22,17,00,300.935,69.0,1016.0,1.0,14,0
190,2013,7,30,22,17,39,300.935,69.0,1016.0,1.0,14,2
191,2013,7,30,23,21,00,303.335,63.0,1010.0,2.0,13,5
192,2013,7,30,24,22,00,303.73,54.0,1009.0,5.0,13,2
193,2013,7,30,25,12,30,287.88,77.0,1016.0,3.0,14,0
194,2013,7,30,26,8,30,286.17,93.0,1018.0,1.0,14,0
195,2013,7,30,26,22,00,301.93,44.0,1019.0,2.0,2,2
196,2013,7,30,28,12,45,292.8,82.0,1013.0,2.0,11,0
197,2013,7,31,29,18,00,296.375,40.0,1016.0,6.0,0,3
198,2013,7,31,30,0,01,294.56,46.0,1017.0,2.0,11,3
199,2013,7,31,31,9,00,286.74,81.0,1023.0,1.0,14,4
200,2013,7,31,31,10,50,287.36,87.0,1023.0,1.0,14,3
201,2013,7,31,31,16,30,297.06,53.0,1023.0,1.0,11,0
202,2013,8,31,1,0,30,293.95,82.0,1020.0,3.0,14,2
203,2013,8,31,1,10,30,292.07,93.0,1018.0,3.0,10,1
204,2013,8,31,1,12,00,291.98,88.0,1019.0,2.0,9,0
205,2013,8,31,1,21,00,297.31,75.0,1015.0,2.0,11,4
206,2013,8,31,2,22,58,301.4405,46.0,1022.0,4.0,0,2
207,2013,8,31,3,13,09,292.945,65.0,1016.0,3.0,14,0
208,2013,8,31,4,1,50,297.09,69.0,1015.0,3.0,11,3
209,2013,8,31,4,2,00,295.0925,66.0,1023.0,3.0,13,4
210,2013,8,32,6,18,00,299.63,43.0,1018.0,2.0,14,2
211,2013,8,32,6,22,00,298.81,40.0,1016.0,3.0,10,1
212,2013,8,32,10,8,00,295.05,88.0,1015.0,2.0,9,1
213,2013,8,33,14,18,30,295.6555,72.0,1008.0,3.0,14,1
214,2013,8,33,15,0,01,293.81,54.0,1017.0,1.0,2,3
215,2013,8,33,15,10,00,285.45,67.0,1022.0,3.0,14,1
216,2013,8,33,15,12,00,287.0066667,64.0,1022.0,3.0,14,1
217,2013,8,33,17,11,00,287.54,65.0,1022.0,2.0,13,3
218,2013,8,33,17,15,00,293.24,57.0,1023.0,3.0,13,4
219,2013,8,33,17,19,00,296.76,41.0,1022.0,3.0,0,3
220,2013,8,33,17,20,00,297.53,38.0,1022.0,3.0,13,1
221,2013,8,33,18,1,17,292.98,45.0,1022.0,2.0,13,5
222,2013,8,33,18,2,00,292.07,47.0,1022.0,3.0,13,4
223,2013,8,33,18,21,00,301.4,43.0,1017.0,0.0,0,4
224,2013,8,34,19,11,54,288.9,89.0,1020.0,1.0,9,2
225,2013,8,34,20,9,03,289.81,92.0,1019.0,1.0,9,0
226,2013,8,34,21,0,01,300.96,54.0,1017.0,1.0,14,1
227,2013,8,34,21,0,01,300.96,54.0,1017.0,1.0,14,0
228,2013,8,34,21,7,00,291.78,90.0,1018.0,1.0,9,3
229,2013,8,34,22,7,20,293.65,88.0,1018.0,1.0,14,3
230,2013,8,34,23,17,15,302.98,55.0,1018.0,4.0,13,0
231,2013,8,34,24,17,00,299.31,55.0,1019.0,1.0,2,4
232,2013,8,34,25,10,30,289.14,78.0,1022.0,3.0,14,5
233,2013,8,34,25,12,00,288.51,84.0,1023.0,1.0,14,1
234,2013,8,35,26,14,00,296.05,60.0,1026.0,2.0,14,1
235,2013,8,35,28,21,00,306.9,44.0,1017.0,4.0,0,3
236,2013,8,35,28,22,00,305.993,48.0,1019.0,4.0,0,3
237,2013,8,35,29,14,00,300.54,65.0,1016.0,6.0,14,2
238,2013,8,35,29,15,00,302.6,53.0,1013.0,4.0,14,1
239,2013,8,35,30,17,00,303.28,56.0,1019.0,2.0,14,0
240,2013,9,36,3,0,01,296.91,43.0,1030.0,3.0,14,3
241,2013,9,36,4,22,00,304.6,37.0,1018.0,2.0,14,4
242,2013,9,36,5,14,30,295.3255,71.0,1028.0,1.0,0,2
243,2013,9,36,5,17,00,300.99,52.0,1022.0,3.0,14,2
244,2013,9,36,5,19,00,302.11,57.0,1021.0,1.0,14,1
245,2013,9,36,6,8,00,288.0365,62.0,1029.0,2.0,14,4
246,2013,9,36,7,0,50,293.15,82.0,1020.0,1.0,14,3
247,2013,9,36,7,12,00,292.0768,75.0,1023.0,2.0,14,1
248,2013,9,36,8,15,00,297.6055,77.0,1028.0,1.0,0,0
249,2013,9,37,9,6,45,294.78,70.0,1015.0,0.0,2,0
250,2013,9,37,9,11,00,292.73,93.0,1015.0,2.0,9,1
251,2013,9,37,11,8,30,296.54,90.0,1019.0,1.0,14,1
252,2013,9,37,14,3,30,283.15,76.0,1020.0,2.0,14,1
253,2013,9,37,15,12,00,280.15,87.0,1020.0,1.0,14,0
254,2013,9,38,16,18,00,291.15,59.0,1026.0,3.0,11,2
255,2013,9,38,17,9,51,283.15,87.0,1027.0,1.0,14,3
256,2013,9,38,18,12,45,289.15,77.0,1021.0,2.0,11,0
257,2013,9,38,20,12,00,295.8166667,79.0,1013.0,3.0,0,5
258,2013,9,39,24,0,30,291.2666667,63.0,1016.0,1.0,14,1
259,2013,9,39,24,11,00,281.29,89.0,1017.0,1.0,14,1
260,2013,9,39,26,14,00,288.725,81.0,1016.0,2.0,14,2
261,2013,9,39,27,12,00,283.03,84.0,1021.0,1.0,14,1
262,2013,9,39,27,15,00,294.23,56.0,1021.0,1.0,14,3
263,2013,9,39,29,4,50,292.15,63.0,1018.0,2.0,14,5
264,2013,10,40,1,0,01,292.95,84.0,1014.0,2.0,13,1
265,2013,10,40,1,22,45,297.3403333,64.0,1028.0,2.0,14,1
266,2013,10,40,2,0,00,295.1232,77.0,1020.0,3.0,14,1
267,2013,10,40,2,20,00,297.651,78.0,1029.0,2.0,0,3
268,2013,10,40,4,1,00,296.0,81.0,1014.0,4.0,14,1
269,2013,10,40,6,23,00,289.15,55.0,1009.0,6.0,11,1
270,2013,10,41,9,4,41,280.15,87.0,1023.0,1.0,14,0
271,2013,10,41,10,0,01,284.15,87.0,1022.0,3.0,14,1
272,2013,10,41,11,16,17,292.66,53.0,1019.0,1.0,14,0
273,2013,10,41,13,12,40,288.2308,67.0,1029.0,3.0,14,1
274,2013,10,42,16,0,01,291.1366667,80.0,1011.0,1.0,7,3
275,2013,10,42,18,13,00,279.95,96.0,1014.0,2.0,7,2
276,2013,10,43,23,0,01,280.5815,73.0,1024.0,2.0,7,3
277,2013,10,43,23,7,08,276.558,96.0,1023.0,4.0,7,2
278,2013,10,43,23,16,57,278.5626667,73.0,1029.0,4.0,7,3
279,2013,10,43,25,15,37,279.15,52.0,1031.0,3.0,14,0
280,2013,10,43,25,16,30,279.50233330000003,58.0,1035.0,3.0,8,0
281,2013,10,44,29,13,30,276.578,68.0,1041.0,1.0,14,0
282,2013,10,44,30,22,00,290.9873333,95.0,1029.0,3.0,7,0
283,2013,10,44,31,9,30,289.342,92.0,1024.0,5.0,7,3
284,2013,10,44,31,14,00,289.2983333,96.0,1021.0,5.0,10,5
285,2013,11,44,1,18,00,284.677,88.0,1018.0,5.0,10,2
286,2013,11,46,11,3,35,273.04,88.0,1026.0,4.0,2,5
287,2013,11,46,14,16,00,279.57,36.0,1023.0,4.0,2,0
288,2013,11,46,14,20,00,284.98,20.0,1019.0,4.0,2,0
289,2013,11,47,18,18,00,285.19,59.0,1017.0,8.0,0,0
290,2013,11,48,28,0,01,268.18,62.0,1024.0,3.0,14,1
291,2013,11,48,30,17,00,279.34,47.0,1026.0,2.0,2,0
292,2013,12,48,1,16,00,280.43,57.0,1018.0,0.0,2,0
293,2013,12,49,2,4,00,275.91,88.0,1014.0,4.0,4,1
294,2013,12,50,11,17,30,270.22,85.0,1025.0,2.0,2,0
295,2013,12,52,28,12,00,275.16,84.0,1024.0,4.0,2,0
296,2012,11,46,15,15,00,275.57,64.0,1033.0,3.0,11,2
297,2013,1,1,2,19,00,270.31,79.0,1020.0,3.0,0,2
298,2013,1,1,5,22,00,271.51,68.0,1026.0,6.0,14,2
299,2013,1,2,7,18,00,271.84,79.0,1019.0,8.0,11,5
300,2013,1,2,8,0,01,270.47,79.0,1026.0,6.0,11,1
301,2013,1,2,12,1,00,277.56,93.0,1020.0,6.0,9,1
302,2013,1,3,19,13,05,266.89,79.0,1031.0,0.0,2,2
303,2013,1,3,19,16,00,272.54,58.0,1033.0,5.0,2,4
304,2013,1,4,23,9,30,256.97,86.0,1007.0,3.0,14,5
305,2013,1,5,29,10,00,287.3093333,94.0,1026.0,5.0,7,4
306,2013,2,6,6,12,00,266.41,90.0,994.0,1.0,13,2
307,2013,2,6,9,19,17,274.3,73.0,1004.0,7.0,0,3
308,2013,2,7,14,9,00,271.255,86.0,1011.0,3.0,11,1
309,2013,2,7,16,10,00,272.62,86.0,1016.0,3.0,11,2
310,2013,3,10,9,20,04,278.33,52.0,1029.0,2.0,2,0
311,2013,3,10,10,0,01,276.71,64.0,1028.0,3.0,13,4
312,2013,3,10,10,0,01,276.71,64.0,1028.0,3.0,13,4
313,2013,3,11,15,23,47,277.65,48.0,1022.0,4.0,0,2
314,2013,3,12,18,19,30,279.6165,79.0,1017.0,4.0,10,5
315,2013,3,13,27,13,34,272.39,80.0,1019.0,3.0,11,2
316,2013,3,13,28,11,40,270.45,79.0,1025.0,1.0,14,3
317,2013,3,13,28,15,45,275.11,69.0,1026.0,3.0,14,2
318,2013,3,13,31,20,00,287.11,37.0,1018.0,2.0,14,5
319,2013,4,14,5,8,00,274.51,59.0,1025.0,1.0,14,2
320,2013,4,15,10,22,00,298.69,47.0,1013.0,8.0,0,1
321,2013,4,16,17,4,20,290.07,67.0,1013.0,6.0,13,2
322,2013,4,16,18,6,35,283.05,87.0,1022.0,3.0,9,0
323,2013,4,16,18,14,10,284.73,87.0,1022.0,5.0,9,3
324,2013,4,17,24,19,00,289.84,87.0,1016.0,8.0,9,0
325,2013,4,17,28,7,30,279.91,81.0,1027.0,1.0,14,4
326,2013,4,18,30,14,12,286.33,100.0,1015.0,0.0,9,2
327,2013,5,18,2,22,15,300.18,40.0,1020.0,4.0,13,0
328,2013,5,18,4,9,00,290.31,72.0,1016.0,3.0,11,5
329,2013,5,19,7,4,00,287.058,72.0,1020.0,1.0,0,5
330,2013,5,19,7,20,07,292.375,65.0,1013.0,5.0,0,3
331,2013,5,19,8,14,30,291.99,63.0,1016.0,3.0,13,2
332,2013,5,19,9,17,15,296.15,49.0,1016.0,2.0,13,0
333,2013,5,20,13,17,51,283.86,46.0,1020.0,5.0,0,2
334,2013,5,20,14,12,00,277.09,80.0,1021.0,2.0,14,5
335,2013,5,20,15,20,00,301.17,37.0,1010.0,8.0,14,5
336,2013,5,20,18,12,00,292.45,93.0,1017.0,1.0,4,1
337,2013,5,20,19,9,30,290.97,93.0,1016.0,1.0,9,5
338,2013,5,20,19,14,00,292.13,93.0,1018.0,3.0,4,3
339,2013,5,21,20,17,00,298.87,57.0,1016.0,3.0,13,0
340,2013,5,21,22,11,30,290.45,82.0,1011.0,3.0,14,2
341,2013,5,21,23,15,03,294.15,77.0,1007.0,7.0,13,3
342,2013,5,21,26,15,39,285.76,58.0,1029.0,2.0,0,3
343,2013,5,22,28,16,30,291.16,72.0,1018.0,4.0,14,5
344,2013,5,22,30,12,23,294.42,60.0,1017.0,5.0,14,1
345,2013,6,22,1,12,00,293.57,82.0,1016.0,2.0,9,2
346,2013,6,23,3,12,55,290.34,73.0,1011.0,0.0,0,5
347,2013,6,23,3,21,00,293.93,64.0,1014.0,5.0,11,4
348,2013,6,23,4,20,15,291.59,52.0,1018.0,0.0,13,4
349,2013,6,23,5,0,01,292.55,39.0,1017.0,2.0,14,3
350,2013,6,23,5,15,30,292.24,56.0,1020.0,0.0,14,3
351,2013,6,23,5,21,00,297.2,38.0,1019.0,3.0,14,2
352,2013,6,23,7,18,00,293.57,79.0,1008.0,3.0,13,4
353,2013,6,23,8,18,00,296.74,66.0,1010.0,0.0,0,2
354,2013,6,24,10,16,00,298.53,55.0,1016.0,1.0,2,0
355,2013,6,24,10,23,10,297.16,66.0,1012.0,0.0,11,2
356,2013,6,24,11,11,45,291.715,89.0,1010.0,1.0,10,5
357,2013,6,24,11,23,59,295.94,75.0,1009.0,1.0,11,4
358,2013,6,24,13,19,00,304.45,66.0,1009.0,4.0,0,3
359,2013,6,24,14,15,20,292.98,85.0,1009.0,7.0,7,4
360,2013,6,24,15,3,45,292.2,63.0,1016.0,3.0,14,2
361,2013,6,24,16,22,00,301.37,47.0,1016.0,2.0,13,1
362,2013,6,25,17,15,00,294.43,77.0,1017.0,3.0,11,1
363,2013,6,25,18,17,23,301.01,48.0,1015.0,2.0,13,3
364,2013,6,25,19,14,00,296.7,69.0,1014.0,3.0,2,3
365,2013,6,25,19,16,30,299.456,63.0,1013.0,3.0,2,5
366,2013,6,25,19,18,56,301.608,52.0,1012.0,4.0,13,2
367,2013,6,25,20,0,01,297.848,53.0,1014.0,3.0,7,0
368,2013,6,25,21,0,01,298.32775,59.0,1019.0,1.0,14,1
369,2013,6,25,21,13,30,295.7906667,73.0,1035.0,1.0,14,3
370,2013,6,25,21,21,30,307.954,36.0,1024.0,2.0,13,4
371,2013,6,25,23,15,30,300.99,59.0,1021.0,4.0,14,3
372,2013,6,26,24,3,55,295.31,73.0,1019.0,2.0,14,3
373,2013,6,26,27,3,54,295.31,83.0,1014.0,3.0,17,2
374,2013,6,26,29,15,00,298.85,64.0,1005.0,0.0,14,4
375,2013,7,27,1,1,23,293.15,77.0,1005.0,2.0,11,5
376,2013,7,27,1,12,00,291.81,88.0,1007.0,2.0,7,5
377,2013,7,27,1,14,38,292.2,88.0,1009.0,2.0,10,3
378,2013,7,27,1,22,10,295.67,73.0,1011.0,5.0,11,5
379,2013,7,27,2,17,15,294.49,77.0,1013.0,4.0,7,1
380,2013,7,27,2,18,00,294.78,78.0,1013.0,5.0,0,5
381,2013,7,27,2,21,30,293.85,82.0,1013.0,6.0,7,2
382,2013,7,27,4,0,15,292.66,100.0,1016.0,1.0,9,2
383,2013,7,27,5,12,10,292.15,88.0,1021.0,1.0,9,3
384,2013,7,27,6,1,00,294.94,83.0,1019.0,1.0,13,2
385,2013,7,27,6,16,00,298.75,60.0,1021.0,1.0,13,5
