,CRIME,DATE_year,DATE_month,DATE_week,DATE_day,Hour,Minute,Temp(K),Pressure(atm),wind,Humidity%,Description,disposition,Bike Value
1521,50$ to 200$,2015,9,38,20,20,08,295.58,1021.0,4.0,33.0,14,2,0
1522,50$ to 200$,2015,12,50,11,2,15,283.87,1007.0,5.0,76.0,14,0,0
1523,50$ to 200$,2016,1,2,13,23,00,266.9539821,1022.0,6.0,73.0,8,4,0
1524,50$ to 200$,2016,1,3,24,19,49,274.67,1017.0,5.0,80.0,14,0,0
1525,50$ to 200$,2016,1,4,25,22,00,278.83,1009.0,4.0,89.0,7,0,0
1526,50$ to 200$,2016,2,6,10,5,00,263.5555277,1014.0,3.0,77.0,8,1,0
1527,50$ to 200$,2016,2,8,26,22,43,275.23,1023.0,4.0,84.0,11,2,0
1528,50$ to 200$,2016,3,10,10,8,50,286.7,1016.0,2.0,100.0,1,0,0
1529,50$ to 200$,2016,3,10,12,16,25,286.41,1021.0,1.0,76.0,14,5,0
1530,50$ to 200$,2016,3,11,17,10,15,278.76,1012.0,3.0,60.0,14,0,0
1531,50$ to 200$,2016,3,11,18,1,55,282.24,1015.0,2.0,70.0,13,1,0
1532,50$ to 200$,2016,3,11,18,10,15,277.51,1016.0,4.0,65.0,0,4,0
1533,50$ to 200$,2016,3,12,26,14,24,278.82,1022.0,4.0,80.0,14,3,0
1534,50$ to 200$,2016,3,13,28,23,45,282.18,1021.0,2.0,70.0,11,3,0
1535,50$ to 200$,2016,3,13,30,13,31,278.53,1018.0,4.0,65.0,14,0,0
1536,50$ to 200$,2016,3,13,31,13,45,286.42,1000.0,7.0,93.0,6,5,0
1537,50$ to 200$,2016,4,14,4,22,37,279.2909441,1027.0,6.0,68.0,13,4,0
1538,50$ to 200$,2016,4,14,6,0,00,279.64,1024.0,5.0,45.0,0,2,0
1539,50$ to 200$,2016,4,14,6,8,03,277.5,1015.0,6.0,55.0,14,1,0
1540,50$ to 200$,2016,4,14,8,1,15,275.83,1011.0,3.0,73.0,11,5,0
1541,50$ to 200$,2016,4,14,9,20,19,277.3,1023.0,2.0,35.0,2,2,0
1542,50$ to 200$,2016,4,14,9,23,51,276.46,1024.0,1.0,47.0,14,4,0
1543,50$ to 200$,2016,4,14,10,15,30,278.33,1017.0,6.0,48.0,11,1,0
1544,50$ to 200$,2016,4,14,10,17,00,282.08,1015.0,6.0,52.0,11,4,0
1545,50$ to 200$,2016,4,14,10,21,00,285.89,1011.0,8.0,76.0,10,2,0
1546,50$ to 200$,2016,4,15,11,18,13,283.41,1014.0,5.0,93.0,9,4,0
1547,50$ to 200$,2016,4,15,14,12,50,276.51,1024.0,3.0,64.0,2,0,0
1548,50$ to 200$,2016,4,15,14,17,04,289.84,1024.0,3.0,29.0,2,1,0
1549,50$ to 200$,2016,4,16,18,8,30,285.85,1027.0,1.0,81.0,14,3,0
1550,50$ to 200$,2016,4,16,20,17,00,294.66,1018.0,3.0,49.0,0,1,0
1551,50$ to 200$,2016,4,17,29,15,51,286.78,1018.0,4.0,67.0,9,4,0
1552,50$ to 200$,2016,4,17,29,21,48,290.23,1017.0,2.0,52.0,11,3,0
1553,50$ to 200$,2016,5,18,3,16,13,284.46,1014.0,3.0,76.0,7,4,0
1554,50$ to 200$,2016,5,18,6,19,00,293.35,1015.0,6.0,32.0,2,2,0
1555,50$ to 200$,2016,5,19,9,16,00,286.95,1015.0,6.0,82.0,7,0,0
1556,50$ to 200$,2016,5,19,10,23,00,293.33,1013.0,5.0,68.0,0,4,0
1557,50$ to 200$,2016,5,19,15,17,45,285.59,1020.0,7.0,37.0,0,1,0
1558,50$ to 200$,2016,5,20,19,12,29,283.43,1022.0,3.0,66.0,2,3,0
1559,50$ to 200$,2016,5,20,21,11,29,285.9,1016.0,4.0,100.0,9,3,0
1560,50$ to 200$,2016,5,20,21,15,28,290.73,1018.0,5.0,72.0,0,2,0
1561,50$ to 200$,2016,5,20,22,17,00,297.23,1017.0,5.0,31.0,2,0,0
1562,50$ to 200$,2016,5,21,24,10,00,285.44,1017.0,2.0,62.0,0,3,0
1563,50$ to 200$,2016,5,21,25,15,53,297.41,1019.0,4.0,64.0,0,3,0
1564,50$ to 200$,2016,5,21,28,22,00,299.5653802,1016.0,8.0,62.0,7,5,0
1565,50$ to 200$,2016,5,22,30,11,23,290.17,1017.0,1.0,68.0,11,4,0
1566,50$ to 200$,2016,5,22,30,15,07,299.24,1018.0,1.0,47.0,13,4,0
1567,50$ to 200$,2016,5,22,31,13,00,296.46,1016.0,2.0,69.0,0,0,0
1568,50$ to 200$,2016,6,22,1,18,30,299.8884358,1015.0,3.0,57.0,7,5,0
1569,50$ to 200$,2016,6,22,3,15,19,298.11,1018.0,1.0,47.0,0,5,0
1570,50$ to 200$,2016,6,23,7,0,00,300.0,1005.0,5.0,30.0,2,2,0
1571,50$ to 200$,2016,6,23,8,5,00,287.56,1012.0,3.0,67.0,0,3,0
1572,50$ to 200$,2016,6,23,8,13,05,290.97,1016.0,0.0,60.0,14,2,0
1573,50$ to 200$,2016,6,23,8,18,42,296.66,1016.0,0.0,37.0,14,3,0
1574,50$ to 200$,2016,6,23,8,21,42,297.96,1015.0,1.0,33.0,14,4,0
1575,50$ to 200$,2016,6,23,9,0,01,296.39,1015.0,2.0,36.0,14,4,0
1576,50$ to 200$,2016,6,23,9,17,57,300.19,1018.0,2.0,39.0,14,5,0
1577,50$ to 200$,2016,6,23,9,21,44,301.2,1015.0,1.0,35.0,13,1,0
1578,50$ to 200$,2016,6,24,15,6,00,293.5,1010.0,1.0,97.0,10,4,0
1579,50$ to 200$,2016,6,24,15,17,17,300.93,1009.0,1.0,72.0,7,1,0
1580,50$ to 200$,2016,6,24,18,12,39,293.42,1020.0,3.0,53.0,14,4,0
1581,50$ to 200$,2016,6,24,18,18,05,303.14,1021.0,1.0,40.0,14,5,0
1582,50$ to 200$,2016,6,25,21,10,15,294.65,1014.0,3.0,95.0,7,2,0
1583,50$ to 200$,2016,6,25,21,21,10,302.05,1013.0,2.0,38.0,14,1,0
1584,50$ to 200$,2016,6,25,21,23,52,301.46,1012.0,4.0,40.0,14,5,0
1585,50$ to 200$,2016,6,25,23,7,45,296.08,1010.0,4.0,58.0,5,2,0
1586,50$ to 200$,2016,6,25,23,16,28,302.97,1009.0,3.0,70.0,2,4,0
1587,50$ to 200$,2016,6,25,23,18,06,304.42,1009.0,3.0,63.0,14,1,0
1588,50$ to 200$,2016,6,26,28,21,17,297.55,1019.0,8.0,50.0,13,5,0
1589,50$ to 200$,2016,6,26,28,21,43,297.55,1019.0,8.0,50.0,13,5,0
1590,50$ to 200$,2016,6,26,29,10,00,284.92,1019.0,2.0,82.0,14,1,0
1591,50$ to 200$,2016,6,26,29,14,24,292.28,1020.0,3.0,63.0,2,2,0
1592,50$ to 200$,2016,7,26,1,15,00,296.07,1016.0,6.0,69.0,0,0,0
1593,50$ to 200$,2016,7,26,2,3,18,289.85,1020.0,3.0,63.0,2,2,0
1594,50$ to 200$,2016,7,27,6,0,44,300.84,1014.0,3.0,65.0,2,2,0
1595,50$ to 200$,2016,7,27,7,14,51,295.71,1013.0,2.0,94.0,9,5,0
1596,50$ to 200$,2016,7,27,8,17,12,300.22,1012.0,1.0,74.0,7,3,0
1597,50$ to 200$,2016,7,27,9,21,48,300.01,1017.0,5.0,51.0,0,4,0
1598,50$ to 200$,2016,7,27,10,20,44,301.01,1018.0,1.0,51.0,13,4,0
1599,50$ to 200$,2016,7,28,12,0,00,301.22,1016.0,5.0,54.0,2,4,0
1600,50$ to 200$,2016,7,28,12,8,00,293.54,1015.0,2.0,83.0,2,3,0
1601,50$ to 200$,2016,7,28,14,8,50,295.856,997.0,5.0,88.0,7,4,0
1602,50$ to 200$,2016,7,28,14,14,09,296.818,998.0,4.0,98.0,13,5,0
1603,50$ to 200$,2016,7,28,14,15,25,296.818,998.0,4.0,98.0,13,3,0
1604,50$ to 200$,2016,7,28,16,13,35,291.532,1003.0,1.0,88.0,14,4,0
1605,50$ to 200$,2016,7,29,18,18,00,303.142,1005.0,2.0,85.0,13,0,0
1606,50$ to 200$,2016,7,29,18,18,11,303.142,1005.0,2.0,85.0,13,5,0
1607,50$ to 200$,2016,7,29,19,12,22,302.988,1002.0,0.0,75.0,0,5,0
1608,50$ to 200$,2016,7,29,20,23,00,300.76,1005.0,1.0,84.0,2,4,0
1609,50$ to 200$,2016,7,29,22,18,54,302.92,1018.0,5.0,58.0,0,3,0
1610,50$ to 200$,2016,7,29,24,0,00,303.51,1014.0,3.0,58.0,13,4,0
1611,50$ to 200$,2016,7,29,24,21,40,305.78,1015.0,6.0,59.0,0,2,0
1612,50$ to 200$,2016,7,30,25,11,09,295.45,1016.0,3.0,94.0,9,3,0
1613,50$ to 200$,2016,7,30,25,13,45,298.02,1017.0,2.0,73.0,0,0,0
1614,50$ to 200$,2016,7,30,28,19,36,302.01,1012.0,2.0,58.0,0,5,0
1615,50$ to 200$,2016,7,30,29,15,43,300.59,1014.0,2.0,78.0,2,4,0
1616,50$ to 200$,2016,8,31,3,7,50,294.53,1018.0,2.0,73.0,9,3,0
1617,50$ to 200$,2016,8,31,3,11,00,293.37,1018.0,3.0,78.0,9,0,0
1618,50$ to 200$,2016,8,31,3,13,35,297.65,1019.0,2.0,61.0,0,5,0
1619,50$ to 200$,2016,8,31,3,18,26,304.57,1016.0,2.0,44.0,14,1,0
1620,50$ to 200$,2016,8,31,4,11,10,295.27,1015.0,2.0,88.0,14,3,0
1621,50$ to 200$,2016,8,31,6,18,35,300.77,1014.0,2.0,50.0,14,2,0
1622,50$ to 200$,2016,8,31,7,19,09,301.72,1015.0,2.0,47.0,14,4,0
1623,50$ to 200$,2016,8,32,8,21,54,302.1,1014.0,2.0,45.0,0,1,0
1624,50$ to 200$,2016,8,32,9,22,40,303.075,999.0,0.0,71.0,14,3,0
1625,50$ to 200$,2016,8,32,10,15,55,301.67,1019.0,0.0,70.0,14,1,0
1626,50$ to 200$,2016,8,32,10,22,00,299.76,1017.0,3.0,91.0,13,2,0
1627,50$ to 200$,2016,8,32,12,16,00,301.75,1013.0,2.0,69.0,13,2,0
1628,50$ to 200$,2016,8,32,12,20,00,303.58,1011.0,3.0,56.0,13,3,0
1629,50$ to 200$,2016,8,32,14,22,00,297.24,1018.0,1.0,70.0,7,0,0
1630,50$ to 200$,2016,8,33,16,7,05,295.37,1016.0,0.0,96.0,7,5,0
1631,50$ to 200$,2016,8,33,16,16,37,295.33,1019.0,1.0,95.0,5,3,0
1632,50$ to 200$,2016,8,33,17,19,17,300.21,1019.0,1.0,62.0,11,2,0
1633,50$ to 200$,2016,8,34,22,10,13,287.28,1020.0,1.0,87.0,9,4,0
1634,50$ to 200$,2016,8,34,25,11,41,296.74,1017.0,3.0,94.0,0,2,0
1635,50$ to 200$,2016,8,34,25,11,58,296.74,1017.0,3.0,94.0,0,1,0
1636,50$ to 200$,2016,8,34,27,1,22,295.23,1019.0,1.0,88.0,7,3,0
1637,50$ to 200$,2016,8,34,27,1,22,295.23,1019.0,1.0,88.0,7,3,0
1638,50$ to 200$,2016,8,35,29,11,48,293.38,1023.0,3.0,94.0,9,5,0
1639,50$ to 200$,2016,8,35,30,11,08,294.18,1021.0,1.0,83.0,9,2,0
1640,50$ to 200$,2016,8,35,30,19,00,303.95,1019.0,1.0,55.0,0,3,0
1641,50$ to 200$,2016,9,35,1,18,00,296.834953,1020.0,5.0,49.0,13,0,0
1642,50$ to 200$,2016,9,36,6,19,30,304.2,1021.0,6.0,58.0,0,4,0
1643,50$ to 200$,2016,9,36,6,19,34,304.2,1021.0,6.0,58.0,0,5,0
1644,50$ to 200$,2016,9,36,6,20,30,303.53,1021.0,7.0,62.0,0,3,0
1645,50$ to 200$,2016,9,36,8,7,49,297.9,1016.0,5.0,78.0,14,5,0
1646,50$ to 200$,2016,9,36,9,19,29,300.34,1014.0,4.0,69.0,7,2,0
1647,50$ to 200$,2016,9,37,12,1,30,291.57,1021.0,1.0,49.0,2,5,0
1648,50$ to 200$,2016,9,37,14,15,03,295.56,1023.0,2.0,94.0,0,4,0
1649,50$ to 200$,2016,9,37,15,7,30,290.96,1023.0,3.0,88.0,9,0,0
1650,50$ to 200$,2016,9,37,15,17,29,297.01,1023.0,3.0,64.0,0,4,0
1651,50$ to 200$,2016,9,37,15,23,00,298.09,1020.0,3.0,57.0,13,2,0
1652,50$ to 200$,2016,9,37,16,11,50,289.88,1019.0,2.0,77.0,0,4,0
1653,50$ to 200$,2016,9,37,18,10,44,291.43,1016.0,1.0,100.0,3,3,0
1654,50$ to 200$,2016,9,37,18,17,58,297.2742046,1023.0,2.0,85.0,2,5,0
1655,50$ to 200$,2016,9,38,21,19,15,303.146,1006.0,1.0,56.0,14,1,0
1656,50$ to 200$,2016,9,38,22,23,59,299.75,1016.0,1.0,54.0,14,3,0
1657,50$ to 200$,2016,9,38,24,18,51,298.29,1020.0,1.0,68.0,14,0,0
1658,50$ to 200$,2016,9,39,27,18,15,296.19,1012.0,3.0,43.0,14,2,0
1659,50$ to 200$,2016,9,39,27,23,30,293.27,1009.0,0.0,43.0,14,4,0
1660,50$ to 200$,2016,9,39,29,22,00,292.18,1018.0,1.0,60.0,2,0,0
1661,50$ to 200$,2016,10,39,2,2,00,287.58,1013.0,2.0,98.0,7,2,0
1662,50$ to 200$,2016,10,40,4,18,00,298.28,1017.0,1.0,48.0,2,0,0
1663,50$ to 200$,2016,10,40,6,11,00,291.191,1004.0,3.0,85.0,14,1,0
1664,50$ to 200$,2016,10,40,6,12,00,291.191,1004.0,3.0,85.0,14,4,0
1665,50$ to 200$,2016,10,40,6,14,00,297.029,1005.0,3.0,68.0,0,5,0
1666,50$ to 200$,2016,10,40,7,18,04,299.315,1001.0,2.0,63.0,14,5,0
1667,50$ to 200$,2016,10,40,8,17,00,290.264,1009.0,6.0,58.0,14,4,0
1668,50$ to 200$,2016,10,40,9,16,00,289.367,1012.0,2.0,59.0,14,0,0
1669,50$ to 200$,2016,10,40,9,21,30,294.339,1010.0,1.0,54.0,14,0,0
1670,50$ to 200$,2016,10,41,12,13,08,287.482,1004.0,4.0,65.0,2,4,0
1671,50$ to 200$,2016,10,41,13,22,18,289.434,1008.0,2.0,66.0,14,2,0
1672,50$ to 200$,2016,10,42,17,20,52,300.023,992.0,8.0,57.0,14,0,0
1673,50$ to 200$,2016,10,42,20,23,00,284.857,1001.0,6.0,98.0,10,3,0
1674,50$ to 200$,2016,10,42,23,14,32,286.407,1003.0,4.0,67.0,14,2,0
1675,50$ to 200$,2016,10,43,26,17,20,288.753,1006.0,4.0,59.0,13,4,0
1676,50$ to 200$,2016,10,43,30,11,30,289.113,1001.0,4.0,80.0,2,0,0
1677,50$ to 200$,2016,10,43,30,14,30,293.844,1002.0,3.0,68.0,14,0,0
1678,50$ to 200$,2016,10,43,30,23,30,287.724,1005.0,4.0,74.0,14,2,0
1679,50$ to 200$,2016,10,44,31,4,00,284.467,1006.0,3.0,82.0,14,5,0
1680,50$ to 200$,2016,11,44,1,0,00,288.828,1001.0,2.0,80.0,13,0,0
1681,50$ to 200$,2016,11,44,1,1,00,288.828,1001.0,2.0,80.0,13,2,0
1682,50$ to 200$,2016,11,44,1,11,20,289.844,1001.0,4.0,83.0,2,2,0
1683,50$ to 200$,2016,11,44,1,20,53,298.75,1016.0,8.0,41.0,0,2,0
1684,50$ to 200$,2016,11,44,1,22,12,297.66,1016.0,5.0,50.0,0,3,0
1685,50$ to 200$,2016,11,45,7,23,46,287.65,1025.0,3.0,50.0,0,3,0
1686,50$ to 200$,2016,11,47,24,19,30,278.68,1023.0,3.0,86.0,11,2,0
1687,50$ to 200$,2016,11,48,28,11,12,281.22,1008.0,5.0,65.0,10,4,0
1688,50$ to 200$,2016,11,48,28,12,03,280.91,1009.0,4.0,81.0,10,1,0
1689,50$ to 200$,2016,11,48,30,6,00,284.64,1004.0,2.0,81.0,14,0,0
1690,50$ to 200$,2016,12,48,1,1,00,278.53,1007.0,8.0,71.0,11,4,0
1691,50$ to 200$,2016,12,48,2,0,00,275.9,1016.0,5.0,69.0,11,2,0
1692,50$ to 200$,2016,12,49,9,12,00,266.91,1032.0,4.0,85.0,8,2,0
1693,50$ to 200$,2016,12,51,20,18,00,271.3,1026.0,6.0,58.0,0,0,0
1694,Under 50$,2015,9,36,1,22,00,302.2946452,1021.0,4.0,54.0,7,1,2
1695,Under 50$,2016,5,21,25,23,48,301.18,1016.0,8.0,51.0,13,2,2
1696,Under 50$,2016,7,26,3,18,43,291.04,1018.0,5.0,93.0,10,4,2
1697,Under 50$,2016,7,27,4,14,14,292.1,1013.0,2.0,93.0,3,5,2
1698,Under 50$,2016,7,27,10,22,30,301.08,1017.0,1.0,48.0,13,2,2
1699,Under 50$,2016,7,29,18,19,00,303.142,1005.0,2.0,85.0,13,2,2
1700,Under 50$,2016,7,30,31,21,30,301.65,1016.0,3.0,58.0,0,4,2
1701,Under 50$,2016,8,31,1,20,40,301.68,1018.0,1.0,58.0,0,5,2
1702,Under 50$,2016,8,32,10,13,14,298.75,1018.0,0.0,84.0,14,1,2
1703,Under 50$,2016,8,33,16,9,15,295.4,1016.0,1.0,95.0,7,2,2
1704,Under 50$,2016,8,33,16,21,51,298.26,1018.0,1.0,83.0,5,0,2
1705,Under 50$,2016,9,36,10,13,10,295.15,1012.0,2.0,94.0,9,2,2
1706,Under 50$,2016,10,40,5,13,57,291.246,1002.0,4.0,77.0,13,0,2
1707,Under 50$,2016,10,41,10,18,08,293.595,1011.0,3.0,59.0,14,2,2
1708,Under 50$,2016,11,47,25,18,00,276.54,1026.0,3.0,86.0,11,5,2
1709,Over 200$,2016,10,41,16,13,00,290.514,1002.0,4.0,67.0,14,0,1
1710,Over 200$,2016,10,41,16,15,00,294.725,1002.0,6.0,66.0,13,0,1
1711,Over 200$,2017,1,1,8,14,40,256.69,1039.0,2.0,84.0,14,0,1
1712,Over 200$,2017,1,2,9,1,00,263.41,1037.0,3.0,66.0,14,1,1
1713,Over 200$,2017,1,2,13,7,55,270.83,1032.0,3.0,74.0,13,4,1
1714,Over 200$,2017,1,2,15,18,30,273.4,1028.0,2.0,100.0,4,0,1
1715,Over 200$,2017,1,3,21,22,32,290.96,1001.0,7.0,67.0,14,0,1
1716,Over 200$,2017,1,5,30,8,04,267.93,1014.0,3.0,79.0,14,0,1
1717,Over 200$,2017,1,5,31,10,00,276.51,1004.0,7.0,70.0,11,1,1
1718,Over 200$,2017,2,6,10,15,04,269.12,1021.0,6.0,68.0,14,4,1
1719,Over 200$,2017,2,7,18,9,00,281.341,993.0,4.0,71.0,14,0,1
1720,Over 200$,2017,2,7,19,18,00,289.949,1003.0,1.0,81.0,14,2,1
1721,Over 200$,2017,2,8,22,8,00,285.27,1013.0,1.0,100.0,9,4,1
1722,Over 200$,2017,2,8,22,13,15,284.26,1013.0,1.0,100.0,3,2,1
1723,Over 200$,2017,3,9,1,21,00,279.77,1008.0,13.0,70.0,11,0,1
1724,Over 200$,2017,3,9,2,19,00,276.74,1025.0,9.0,45.0,0,0,1
1725,Over 200$,2017,3,11,18,16,57,276.54,1021.0,8.0,69.0,9,0,1
1726,Over 200$,2017,3,12,26,11,00,286.4,1013.0,5.0,100.0,9,1,1
1727,Over 200$,2017,3,13,30,14,29,284.33,1008.0,4.0,81.0,12,3,1
1728,Over 200$,2017,4,13,1,16,00,278.52,1023.0,3.0,81.0,0,0,1
1729,Over 200$,2017,4,13,2,20,50,288.43,1018.0,4.0,51.0,14,2,1
1730,Over 200$,2017,4,14,9,11,14,281.39,1015.0,4.0,57.0,14,0,1
1731,Over 200$,2017,4,15,10,16,32,294.58,1016.0,8.0,52.0,0,0,1
1732,Over 200$,2017,4,15,12,20,56,290.42,1028.0,3.0,44.0,14,4,1
1733,Over 200$,2017,4,15,15,12,00,289.71,1020.0,3.0,77.0,14,0,1
1734,Over 200$,2017,4,15,15,15,30,296.35,1020.0,8.0,56.0,0,2,1
1735,Over 200$,2017,4,15,16,21,12,295.19,1017.0,4.0,77.0,6,0,1
1736,Over 200$,2017,4,16,19,16,30,296.35,1020.0,6.0,72.0,0,2,1
1737,Over 200$,2017,4,17,24,11,03,281.27,1015.0,2.0,62.0,14,3,1
1738,Over 200$,2017,4,17,26,10,00,289.57,1003.0,3.0,87.0,14,3,1
1739,Over 200$,2017,5,18,2,22,00,286.91,1013.0,8.0,66.0,0,2,1
1740,Over 200$,2017,5,19,10,19,00,297.75,1014.0,1.0,73.0,14,0,1
1741,Over 200$,2017,5,19,13,12,45,281.91,1014.0,1.0,100.0,14,0,1
1742,Over 200$,2017,5,20,15,9,57,288.62,1015.0,1.0,93.0,14,0,1
1743,Over 200$,2017,5,20,15,22,30,301.15,1014.0,4.0,39.0,14,1,1
1744,Over 200$,2017,5,20,17,18,00,300.42,1011.0,12.0,44.0,14,0,1
1745,Over 200$,2017,5,21,22,0,01,293.95,1016.0,6.0,68.0,13,0,1
1746,Over 200$,2017,5,21,22,19,08,291.93,1019.0,2.0,52.0,14,3,1
1747,Over 200$,2017,5,21,22,19,24,291.93,1019.0,2.0,52.0,14,0,1
1748,Over 200$,2017,5,21,23,13,57,287.89,1012.0,2.0,72.0,13,0,1
1749,Over 200$,2017,5,21,23,17,00,292.15,1009.0,1.0,55.0,13,0,1
1750,Over 200$,2017,5,21,23,19,39,294.13,1007.0,1.0,40.0,14,0,1
1751,Over 200$,2017,5,21,23,22,00,295.41,1005.0,2.0,33.0,14,0,1
1752,Over 200$,2017,5,21,24,13,58,287.9,999.0,1.0,87.0,6,0,1
1753,Over 200$,2017,5,21,26,7,30,285.87,1010.0,1.0,93.0,14,0,1
1754,Over 200$,2017,5,21,26,16,23,294.12,1013.0,3.0,64.0,14,0,1
1755,Over 200$,2017,5,22,29,18,13,298.66,1013.0,8.0,41.0,14,3,1
1756,Over 200$,2017,5,22,31,7,00,289.18,1016.0,1.0,72.0,0,0,1
1757,Over 200$,2017,5,22,31,18,02,297.4,1017.0,5.0,40.0,14,3,1
1758,Over 200$,2017,6,22,1,0,00,297.72,1016.0,4.0,33.0,14,5,1
1759,Over 200$,2017,6,22,3,23,00,302.46,1016.0,2.0,45.0,4,2,1
1760,Over 200$,2017,6,23,7,14,58,290.78,1018.0,6.0,63.0,14,4,1
1761,Over 200$,2017,6,23,7,20,44,292.72,1018.0,6.0,40.0,0,3,1
1762,Over 200$,2017,6,23,10,10,00,290.22,1015.0,2.0,67.0,14,1,1
1763,Over 200$,2017,6,24,13,16,00,300.9,1017.0,5.0,66.0,15,0,1
1764,Over 200$,2017,6,24,14,19,30,303.67,1015.0,4.0,62.0,13,0,1
1765,Over 200$,2017,6,24,15,13,10,293.35,1013.0,2.0,88.0,11,4,1
1766,Over 200$,2017,6,24,15,17,02,297.91,1013.0,1.0,78.0,13,3,1
1767,Over 200$,2017,6,24,16,11,57,292.44,1013.0,1.0,93.0,3,5,1
1768,Over 200$,2017,6,24,18,1,20,300.71,1006.0,3.0,74.0,13,4,1
1769,Over 200$,2017,6,24,18,10,12,294.22,1006.0,2.0,100.0,7,4,1
1770,Over 200$,2017,6,25,19,9,00,290.22,1011.0,1.0,93.0,14,4,1
1771,Over 200$,2017,6,25,19,22,21,299.46,1012.0,7.0,44.0,14,5,1
1772,Over 200$,2017,6,25,20,21,20,300.93,1015.0,4.0,39.0,14,0,1
1773,Over 200$,2017,6,25,23,13,31,296.88,1006.0,5.0,94.0,9,4,1
1774,Over 200$,2017,6,25,23,20,30,294.15,1007.0,1.0,94.0,9,0,1
1775,Over 200$,2017,6,25,24,12,30,289.41,1015.0,2.0,87.0,14,0,1
1776,Over 200$,2017,6,25,25,3,44,291.73,1020.0,1.0,59.0,14,1,1
1777,Over 200$,2017,6,25,25,16,20,293.72,1022.0,3.0,55.0,14,0,1
1778,Over 200$,2017,6,26,26,12,00,285.62,1021.0,3.0,82.0,14,0,1
1779,Over 200$,2017,6,26,27,13,30,286.62,1022.0,2.0,82.0,14,2,1
1780,Over 200$,2017,6,26,28,18,54,297.43,1019.0,5.0,47.0,14,0,1
1781,Over 200$,2017,6,26,28,20,00,298.93,1018.0,3.0,47.0,14,2,1
1782,Over 200$,2017,6,26,30,5,55,298.51,1013.0,5.0,73.0,0,4,1
1783,Over 200$,2017,6,26,30,8,36,296.92,1013.0,3.0,94.0,18,2,1
1784,Over 200$,2017,7,26,1,16,41,297.84,1016.0,4.0,73.0,14,0,1
1785,Over 200$,2017,7,26,2,9,51,291.87,1018.0,2.0,82.0,14,2,1
1786,Over 200$,2017,7,26,2,19,57,300.86,1020.0,3.0,44.0,14,5,1
1787,Over 200$,2017,7,27,3,8,00,293.86,1018.0,1.0,82.0,14,0,1
1788,Over 200$,2017,7,27,3,18,00,301.86,1019.0,2.0,51.0,14,0,1
1789,Over 200$,2017,7,27,3,18,14,301.86,1019.0,2.0,51.0,14,0,1
1790,Over 200$,2017,7,27,3,18,18,301.86,1019.0,2.0,51.0,14,1,1
1791,Over 200$,2017,7,27,3,22,42,302.89,1017.0,2.0,45.0,13,1,1
1792,Over 200$,2017,7,27,4,1,00,300.17,1017.0,3.0,57.0,0,0,1
1793,Over 200$,2017,7,27,4,15,00,299.17,1019.0,3.0,73.0,14,0,1
1794,Over 200$,2017,7,27,4,17,21,301.92,1019.0,3.0,61.0,0,1,1
1795,Over 200$,2017,7,27,4,19,40,302.66,1019.0,3.0,54.0,13,5,1
1796,Over 200$,2017,7,27,6,9,33,295.86,1017.0,1.0,94.0,7,0,1
1797,Over 200$,2017,7,27,8,20,39,298.21,1018.0,4.0,60.0,13,2,1
1798,Over 200$,2017,7,27,8,23,30,298.43,1017.0,3.0,57.0,14,5,1
1799,Over 200$,2017,7,28,10,17,00,299.16,1013.0,6.0,73.0,7,0,1
1800,Over 200$,2017,7,28,11,19,00,293.92,1017.0,2.0,88.0,10,0,1
1801,Over 200$,2017,7,28,11,19,48,293.92,1017.0,2.0,88.0,10,0,1
1802,Over 200$,2017,7,28,12,16,53,300.15,1017.0,4.0,69.0,13,0,1
1803,Over 200$,2017,7,28,13,19,51,300.52,1018.0,3.0,74.0,0,1,1
1804,Over 200$,2017,7,28,15,10,55,289.56,1021.0,1.0,93.0,14,0,1
1805,Over 200$,2017,7,28,15,17,13,294.87,1022.0,1.0,68.0,0,2,1
1806,Over 200$,2017,7,28,15,23,00,298.91,1019.0,1.0,65.0,14,4,1
1807,Over 200$,2017,7,29,17,13,00,293.84,1017.0,2.0,94.0,0,0,1
1808,Over 200$,2017,7,29,18,14,07,297.55,1019.0,1.0,88.0,14,0,1
1809,Over 200$,2017,7,29,19,8,50,294.45,1020.0,1.0,100.0,4,0,1
1810,Over 200$,2017,7,29,19,16,38,300.76,1021.0,3.0,65.0,0,2,1
1811,Over 200$,2017,7,29,21,17,15,299.48,1018.0,1.0,78.0,14,0,1
1812,Over 200$,2017,7,29,23,9,00,296.67,1009.0,3.0,88.0,14,3,1
1813,Over 200$,2017,7,30,24,5,00,295.91,1012.0,2.0,88.0,14,0,1
1814,Over 200$,2017,7,30,25,1,30,297.63,1017.0,2.0,83.0,14,0,1
1815,Over 200$,2017,7,30,25,9,24,289.93,1021.0,3.0,93.0,14,0,1
1816,Over 200$,2017,7,30,26,5,45,292.44,1022.0,1.0,88.0,14,0,1
1817,Over 200$,2017,7,31,31,8,30,291.7,1022.0,1.0,93.0,14,1,1
1818,Over 200$,2017,8,31,4,15,45,291.15,1015.0,7.0,72.0,13,0,1
1819,Over 200$,2017,8,31,5,2,00,290.21,1017.0,2.0,82.0,0,2,1
1820,Over 200$,2017,8,31,5,13,07,287.32,1020.0,2.0,82.0,14,3,1
1821,Over 200$,2017,8,32,9,0,00,297.6,1021.0,1.0,64.0,14,4,1
