,CRIME,DATE_year,DATE_month,DATE_week,DATE_day,Hour,Minute,Temp(K),Pressure(atm),wind,Humidity%,Description,disposition,Bike Value
310,50$ to 200$,2013,3,10,9,20,04,278.33,1029.0,2.0,52.0,2,0,0
311,50$ to 200$,2013,3,10,10,0,01,276.71,1028.0,3.0,64.0,13,4,0
312,50$ to 200$,2013,3,10,10,0,01,276.71,1028.0,3.0,64.0,13,4,0
313,50$ to 200$,2013,3,11,15,23,47,277.65,1022.0,4.0,48.0,0,2,0
314,50$ to 200$,2013,3,12,18,19,30,279.6165,1017.0,4.0,79.0,10,5,0
315,50$ to 200$,2013,3,13,27,13,34,272.39,1019.0,3.0,80.0,11,2,0
316,50$ to 200$,2013,3,13,28,11,40,270.45,1025.0,1.0,79.0,14,3,0
317,50$ to 200$,2013,3,13,28,15,45,275.11,1026.0,3.0,69.0,14,2,0
318,50$ to 200$,2013,3,13,31,20,00,287.11,1018.0,2.0,37.0,14,5,0
319,50$ to 200$,2013,4,14,5,8,00,274.51,1025.0,1.0,59.0,14,2,0
320,50$ to 200$,2013,4,15,10,22,00,298.69,1013.0,8.0,47.0,0,1,0
321,50$ to 200$,2013,4,16,17,4,20,290.07,1013.0,6.0,67.0,13,2,0
322,50$ to 200$,2013,4,16,18,6,35,283.05,1022.0,3.0,87.0,9,0,0
323,50$ to 200$,2013,4,16,18,14,10,284.73,1022.0,5.0,87.0,9,3,0
324,50$ to 200$,2013,4,17,24,19,00,289.84,1016.0,8.0,87.0,9,0,0
325,50$ to 200$,2013,4,17,28,7,30,279.91,1027.0,1.0,81.0,14,4,0
326,50$ to 200$,2013,4,18,30,14,12,286.33,1015.0,0.0,100.0,9,2,0
327,50$ to 200$,2013,5,18,2,22,15,300.18,1020.0,4.0,40.0,13,0,0
328,50$ to 200$,2013,5,18,4,9,00,290.31,1016.0,3.0,72.0,11,5,0
329,50$ to 200$,2013,5,19,7,4,00,287.058,1020.0,1.0,72.0,0,5,0
330,50$ to 200$,2013,5,19,7,20,07,292.375,1013.0,5.0,65.0,0,3,0
331,50$ to 200$,2013,5,19,8,14,30,291.99,1016.0,3.0,63.0,13,2,0
332,50$ to 200$,2013,5,19,9,17,15,296.15,1016.0,2.0,49.0,13,0,0
333,50$ to 200$,2013,5,20,13,17,51,283.86,1020.0,5.0,46.0,0,2,0
334,50$ to 200$,2013,5,20,14,12,00,277.09,1021.0,2.0,80.0,14,5,0
335,50$ to 200$,2013,5,20,15,20,00,301.17,1010.0,8.0,37.0,14,5,0
336,50$ to 200$,2013,5,20,18,12,00,292.45,1017.0,1.0,93.0,4,1,0
337,50$ to 200$,2013,5,20,19,9,30,290.97,1016.0,1.0,93.0,9,5,0
338,50$ to 200$,2013,5,20,19,14,00,292.13,1018.0,3.0,93.0,4,3,0
339,50$ to 200$,2013,5,21,20,17,00,298.87,1016.0,3.0,57.0,13,0,0
340,50$ to 200$,2013,5,21,22,11,30,290.45,1011.0,3.0,82.0,14,2,0
341,50$ to 200$,2013,5,21,23,15,03,294.15,1007.0,7.0,77.0,13,3,0
342,50$ to 200$,2013,5,21,26,15,39,285.76,1029.0,2.0,58.0,0,3,0
343,50$ to 200$,2013,5,22,28,16,30,291.16,1018.0,4.0,72.0,14,5,0
344,50$ to 200$,2013,5,22,30,12,23,294.42,1017.0,5.0,60.0,14,1,0
345,50$ to 200$,2013,6,22,1,12,00,293.57,1016.0,2.0,82.0,9,2,0
346,50$ to 200$,2013,6,23,3,12,55,290.34,1011.0,0.0,73.0,0,5,0
347,50$ to 200$,2013,6,23,3,21,00,293.93,1014.0,5.0,64.0,11,4,0
348,50$ to 200$,2013,6,23,4,20,15,291.59,1018.0,0.0,52.0,13,4,0
349,50$ to 200$,2013,6,23,5,0,01,292.55,1017.0,2.0,39.0,14,3,0
350,50$ to 200$,2013,6,23,5,15,30,292.24,1020.0,0.0,56.0,14,3,0
351,50$ to 200$,2013,6,23,5,21,00,297.2,1019.0,3.0,38.0,14,2,0
352,50$ to 200$,2013,6,23,7,18,00,293.57,1008.0,3.0,79.0,13,4,0
353,50$ to 200$,2013,6,23,8,18,00,296.74,1010.0,0.0,66.0,0,2,0
354,50$ to 200$,2013,6,24,10,16,00,298.53,1016.0,1.0,55.0,2,0,0
355,50$ to 200$,2013,6,24,10,23,10,297.16,1012.0,0.0,66.0,11,2,0
356,50$ to 200$,2013,6,24,11,11,45,291.715,1010.0,1.0,89.0,10,5,0
357,50$ to 200$,2013,6,24,11,23,59,295.94,1009.0,1.0,75.0,11,4,0
358,50$ to 200$,2013,6,24,13,19,00,304.45,1009.0,4.0,66.0,0,3,0
359,50$ to 200$,2013,6,24,14,15,20,292.98,1009.0,7.0,85.0,7,4,0
360,50$ to 200$,2013,6,24,15,3,45,292.2,1016.0,3.0,63.0,14,2,0
361,50$ to 200$,2013,6,24,16,22,00,301.37,1016.0,2.0,47.0,13,1,0
362,50$ to 200$,2013,6,25,17,15,00,294.43,1017.0,3.0,77.0,11,1,0
363,50$ to 200$,2013,6,25,18,17,23,301.01,1015.0,2.0,48.0,13,3,0
364,50$ to 200$,2013,6,25,19,14,00,296.7,1014.0,3.0,69.0,2,3,0
365,50$ to 200$,2013,6,25,19,16,30,299.456,1013.0,3.0,63.0,2,5,0
366,50$ to 200$,2013,6,25,19,18,56,301.608,1012.0,4.0,52.0,13,2,0
367,50$ to 200$,2013,6,25,20,0,01,297.848,1014.0,3.0,53.0,7,0,0
368,50$ to 200$,2013,6,25,21,0,01,298.32775,1019.0,1.0,59.0,14,1,0
369,50$ to 200$,2013,6,25,21,13,30,295.7906667,1035.0,1.0,73.0,14,3,0
370,50$ to 200$,2013,6,25,21,21,30,307.954,1024.0,2.0,36.0,13,4,0
371,50$ to 200$,2013,6,25,23,15,30,300.99,1021.0,4.0,59.0,14,3,0
372,50$ to 200$,2013,6,26,24,3,55,295.31,1019.0,2.0,73.0,14,3,0
373,50$ to 200$,2013,6,26,27,3,54,295.31,1014.0,3.0,83.0,17,2,0
374,50$ to 200$,2013,6,26,29,15,00,298.85,1005.0,0.0,64.0,14,4,0
375,50$ to 200$,2013,7,27,1,1,23,293.15,1005.0,2.0,77.0,11,5,0
376,50$ to 200$,2013,7,27,1,12,00,291.81,1007.0,2.0,88.0,7,5,0
377,50$ to 200$,2013,7,27,1,14,38,292.2,1009.0,2.0,88.0,10,3,0
378,50$ to 200$,2013,7,27,1,22,10,295.67,1011.0,5.0,73.0,11,5,0
379,50$ to 200$,2013,7,27,2,17,15,294.49,1013.0,4.0,77.0,7,1,0
380,50$ to 200$,2013,7,27,2,18,00,294.78,1013.0,5.0,78.0,0,5,0
381,50$ to 200$,2013,7,27,2,21,30,293.85,1013.0,6.0,82.0,7,2,0
382,50$ to 200$,2013,7,27,4,0,15,292.66,1016.0,1.0,100.0,9,2,0
383,50$ to 200$,2013,7,27,5,12,10,292.15,1021.0,1.0,88.0,9,3,0
384,50$ to 200$,2013,7,27,6,1,00,294.94,1019.0,1.0,83.0,13,2,0
385,50$ to 200$,2013,7,27,6,16,00,298.75,1021.0,1.0,60.0,13,5,0
386,50$ to 200$,2013,7,27,6,18,00,301.72,1021.0,1.0,57.0,13,5,0
387,50$ to 200$,2013,7,27,6,18,30,301.72,1021.0,1.0,57.0,13,1,0
388,50$ to 200$,2013,7,27,7,16,00,294.8,1019.0,1.0,83.0,11,4,0
389,50$ to 200$,2013,7,28,8,0,01,295.32,1018.0,2.0,73.0,0,3,0
390,50$ to 200$,2013,7,28,8,12,00,293.15,1020.0,2.0,88.0,9,2,0
391,50$ to 200$,2013,7,28,9,19,20,302.13,1019.0,4.0,65.0,13,2,0
392,50$ to 200$,2013,7,28,10,7,30,297.745,1018.0,4.0,73.0,2,1,0
393,50$ to 200$,2013,7,28,10,16,00,302.07,1018.0,4.0,70.0,14,2,0
394,50$ to 200$,2013,7,28,11,13,08,301.01,1014.0,4.0,74.0,14,4,0
395,50$ to 200$,2013,7,28,11,13,30,301.01,1014.0,4.0,74.0,14,3,0
396,50$ to 200$,2013,7,28,11,15,38,303.18,1013.0,4.0,70.0,14,5,0
397,50$ to 200$,2013,7,28,12,14,00,293.168,1022.0,3.0,64.0,14,2,0
398,50$ to 200$,2013,7,28,12,15,00,295.28,1018.0,3.0,60.0,14,4,0
399,50$ to 200$,2013,7,28,12,17,45,298.11,1019.0,6.0,47.0,14,2,0
400,50$ to 200$,2013,7,28,12,21,53,302.52,1018.0,4.0,44.0,13,3,0
401,50$ to 200$,2013,7,28,13,19,30,304.59,1020.0,4.0,41.0,13,2,0
402,50$ to 200$,2013,7,28,14,13,45,294.58,1021.0,2.0,68.0,14,2,0
403,50$ to 200$,2013,7,29,16,8,30,297.05,1024.0,1.0,83.0,13,1,0
404,50$ to 200$,2013,7,29,16,15,50,301.69,1027.0,2.0,58.0,14,2,0
405,50$ to 200$,2013,7,29,17,11,59,296.511,1033.0,1.0,86.0,14,4,0
406,50$ to 200$,2013,7,29,17,23,00,306.036,1036.0,1.0,62.0,14,4,0
407,50$ to 200$,2013,7,29,18,10,37,296.454,1031.0,1.0,86.0,14,2,0
408,50$ to 200$,2013,7,29,18,13,50,299.876,1031.0,1.0,74.0,2,5,0
409,50$ to 200$,2013,7,29,18,14,00,300.71,1029.0,1.0,65.0,14,2,0
410,50$ to 200$,2013,7,29,18,14,20,300.71,1029.0,1.0,65.0,14,4,0
411,50$ to 200$,2013,7,29,19,11,30,296.01,1023.0,1.0,88.0,9,3,0
412,50$ to 200$,2013,7,29,19,12,00,297.98,1023.0,1.0,78.0,14,0,0
413,50$ to 200$,2013,7,29,19,12,40,297.98,1023.0,1.0,78.0,14,3,0
414,50$ to 200$,2013,7,29,19,13,00,302.15,1023.0,1.0,66.0,14,2,0
415,50$ to 200$,2013,7,29,19,13,00,302.15,1023.0,1.0,66.0,14,0,0
416,50$ to 200$,2013,7,29,19,18,00,308.01,1022.0,1.0,49.0,13,5,0
417,50$ to 200$,2013,7,29,20,10,27,297.15,1017.0,2.0,88.0,4,4,0
418,50$ to 200$,2013,7,29,20,16,15,303.5,1017.0,5.0,62.0,14,2,0
419,50$ to 200$,2013,7,29,20,16,30,303.5,1017.0,5.0,62.0,14,4,0
420,50$ to 200$,2013,7,29,20,20,30,308.68,1014.0,5.0,52.0,14,1,0
421,50$ to 200$,2013,7,29,21,22,22,295.75,1013.0,2.0,83.0,15,1,0
422,50$ to 200$,2013,7,30,22,2,00,294.15,1014.0,2.0,88.0,14,1,0
423,50$ to 200$,2013,7,30,22,12,00,294.04,1015.0,1.0,88.0,3,5,0
424,50$ to 200$,2013,7,30,22,16,45,300.66,1016.0,1.0,69.0,14,4,0
425,50$ to 200$,2013,7,30,22,21,53,303.045,1013.0,2.0,57.0,2,5,0
426,50$ to 200$,2013,7,30,23,21,08,303.335,1010.0,2.0,63.0,13,2,0
427,50$ to 200$,2013,7,30,24,12,00,297.15,1009.0,2.0,78.0,14,0,0
428,50$ to 200$,2013,7,30,24,20,00,307.23,1009.0,3.0,55.0,13,2,0
429,50$ to 200$,2013,7,30,25,4,17,291.86,1013.0,3.0,72.0,14,2,0
430,50$ to 200$,2013,7,30,25,10,00,286.15,1015.0,4.0,87.0,14,0,0
431,50$ to 200$,2013,7,30,25,19,38,300.36,1017.0,4.0,53.0,13,2,0
432,50$ to 200$,2013,7,30,26,19,17,301.069,1024.0,2.0,53.0,2,4,0
433,50$ to 200$,2013,7,30,26,20,30,303.33,1020.0,2.0,44.0,14,3,0
434,50$ to 200$,2013,7,30,28,12,00,292.8,1013.0,2.0,82.0,11,5,0
435,50$ to 200$,2013,7,31,29,18,00,296.375,1016.0,6.0,40.0,0,0,0
436,50$ to 200$,2013,7,31,31,11,30,288.15,1023.0,1.0,87.0,14,3,0
437,50$ to 200$,2013,7,31,31,18,23,296.93,1022.0,1.0,54.0,0,2,0
438,50$ to 200$,2013,8,31,1,0,30,293.95,1020.0,3.0,82.0,14,1,0
439,50$ to 200$,2013,8,31,1,16,25,294.55,1018.0,2.0,88.0,9,1,0
440,50$ to 200$,2013,8,31,2,11,13,291.15,1016.0,3.0,88.0,9,2,0
441,50$ to 200$,2013,8,31,3,6,00,289.51,1016.0,1.0,82.0,14,2,0
442,50$ to 200$,2013,8,31,3,12,00,290.26,1016.0,2.0,77.0,14,3,0
443,50$ to 200$,2013,8,31,4,21,15,304.99,1017.0,2.0,47.0,14,5,0
444,50$ to 200$,2013,8,32,6,5,00,291.67,1021.0,1.0,53.0,13,5,0
445,50$ to 200$,2013,8,32,8,0,01,299.94,1014.0,1.0,71.0,14,1,0
446,50$ to 200$,2013,8,32,10,11,00,294.0585,1023.0,2.0,87.0,10,5,0
447,50$ to 200$,2013,8,32,11,1,25,297.8,1017.0,1.0,53.0,13,5,0
448,50$ to 200$,2013,8,32,11,13,00,294.69,1020.0,1.0,74.0,2,3,0
449,50$ to 200$,2013,8,32,11,21,00,305.48,1019.0,1.0,39.0,14,2,0
450,50$ to 200$,2013,8,33,12,15,02,297.26,1020.0,1.0,64.0,9,2,0
451,50$ to 200$,2013,8,33,13,12,25,292.42,1019.0,1.0,80.0,9,1,0
452,50$ to 200$,2013,8,33,14,9,01,294.03,1013.0,2.0,84.0,7,5,0
453,50$ to 200$,2013,8,33,15,13,58,286.218,1028.0,2.0,68.0,2,5,0
454,50$ to 200$,2013,8,33,15,15,00,289.85,1023.0,4.0,48.0,14,2,0
455,50$ to 200$,2013,8,33,15,16,30,291.15,1023.0,4.0,48.0,14,2,0
456,50$ to 200$,2013,8,33,15,19,12,294.8303333,1033.0,1.0,62.0,13,4,0
457,50$ to 200$,2013,8,33,16,0,20,293.08,1022.0,2.0,40.0,14,1,0
458,50$ to 200$,2013,8,33,16,19,00,294.15,1021.0,1.0,46.0,13,2,0
459,50$ to 200$,2013,8,33,16,23,00,293.15,1020.0,1.0,49.0,14,1,0
460,50$ to 200$,2013,8,33,17,11,30,287.54,1022.0,2.0,65.0,13,2,0
461,50$ to 200$,2013,8,33,17,15,00,293.24,1023.0,3.0,57.0,13,3,0
462,50$ to 200$,2013,8,33,17,17,00,295.46,1023.0,3.0,46.0,0,2,0
463,50$ to 200$,2013,8,33,18,12,57,288.58,1019.0,2.0,81.0,11,3,0
464,50$ to 200$,2013,8,34,19,17,10,298.93,1020.0,1.0,50.0,14,5,0
465,50$ to 200$,2013,8,34,20,17,05,299.98,1019.0,1.0,49.0,14,3,0
466,50$ to 200$,2013,8,34,20,20,49,305.01,1018.0,2.0,41.0,14,2,0
467,50$ to 200$,2013,8,34,21,17,43,301.83,1026.0,1.0,60.0,2,2,0
468,50$ to 200$,2013,8,34,21,18,57,302.93,1022.0,1.0,45.0,14,4,0
469,50$ to 200$,2013,8,34,22,0,01,300.83,1018.0,1.0,62.0,14,2,0
470,50$ to 200$,2013,8,34,22,5,40,294.89,1019.0,1.0,81.0,14,3,0
471,50$ to 200$,2013,8,34,22,12,00,292.45,1020.0,1.0,94.0,9,2,0
472,50$ to 200$,2013,8,34,23,7,30,294.46,1018.0,2.0,90.0,14,5,0
473,50$ to 200$,2013,8,34,23,22,30,299.58,1017.0,3.0,67.0,2,0,0
474,50$ to 200$,2013,8,34,23,23,00,299.05,1017.0,1.0,65.0,13,3,0
475,50$ to 200$,2013,8,34,24,1,30,296.13,1016.0,2.0,75.0,13,3,0
476,50$ to 200$,2013,8,34,24,19,23,300.6913333,1036.0,1.0,69.0,14,3,0
477,50$ to 200$,2013,8,35,26,8,03,289.9,1028.0,1.0,63.0,14,4,0
478,50$ to 200$,2013,8,35,26,19,00,306.52,1023.0,2.0,35.0,14,3,0
479,50$ to 200$,2013,8,35,27,0,01,301.69,1022.0,2.0,42.0,14,0,0
480,50$ to 200$,2013,8,35,27,0,01,301.69,1022.0,2.0,42.0,14,4,0
481,50$ to 200$,2013,8,35,27,15,00,301.1135,1029.0,3.0,68.0,14,0,0
482,50$ to 200$,2013,8,35,28,12,00,300.0435,1027.0,4.0,65.0,14,2,0
483,50$ to 200$,2013,8,35,28,17,00,305.15,1018.0,4.0,55.0,14,1,0
484,50$ to 200$,2013,8,35,29,19,30,307.84,1015.0,6.0,43.0,14,3,0
485,50$ to 200$,2013,8,35,30,8,30,297.01,1019.0,1.0,81.0,9,2,0
486,50$ to 200$,2013,8,35,30,15,00,300.3,1020.0,2.0,73.0,4,4,0
487,50$ to 200$,2013,8,35,30,21,10,308.04,1015.0,0.0,44.0,14,4,0
488,50$ to 200$,2013,8,35,31,13,15,298.408,1023.0,1.0,82.0,10,5,0
489,50$ to 200$,2013,9,35,1,7,00,294.0583333,1021.0,3.0,97.0,5,4,0
490,50$ to 200$,2013,9,36,2,0,01,298.963,1020.0,2.0,82.0,5,2,0
491,50$ to 200$,2013,9,36,2,11,50,294.61,1009.0,3.0,95.0,9,2,0
492,50$ to 200$,2013,9,36,2,13,10,295.21,1010.0,1.0,92.0,9,5,0
493,50$ to 200$,2013,9,36,2,15,00,296.67,1011.0,2.0,79.0,9,5,0
494,50$ to 200$,2013,9,36,3,13,23,288.0096667,1030.0,2.0,78.0,14,2,0
495,50$ to 200$,2013,9,36,4,3,00,290.1685,1030.0,1.0,76.0,2,3,0
496,50$ to 200$,2013,9,36,4,21,00,305.28,1018.0,1.0,37.0,14,4,0
497,50$ to 200$,2013,9,36,5,18,00,301.55,1021.0,2.0,54.0,14,2,0
498,50$ to 200$,2013,9,36,8,11,00,294.4275,1012.0,1.0,79.0,0,4,0
499,50$ to 200$,2013,9,37,9,9,00,293.06,1015.0,2.0,83.0,14,0,0
500,50$ to 200$,2013,9,37,9,13,00,295.02,1016.0,2.0,96.0,9,2,0
501,50$ to 200$,2013,9,37,10,13,44,298.58,1018.0,3.0,83.0,4,3,0
502,50$ to 200$,2013,9,37,10,19,00,307.728,1024.0,2.0,44.0,14,2,0
503,50$ to 200$,2013,9,37,10,22,20,304.36,1018.0,3.0,58.0,2,2,0
504,50$ to 200$,2013,9,37,12,11,52,294.3095,1022.0,3.0,88.0,7,1,0
505,50$ to 200$,2013,9,37,12,12,00,294.465,1016.0,4.0,91.0,7,2,0
506,50$ to 200$,2013,9,37,13,8,00,287.74,1015.0,2.0,84.0,14,5,0
507,50$ to 200$,2013,9,37,13,23,00,290.15,1019.0,3.0,45.0,14,4,0
508,50$ to 200$,2013,9,37,14,0,41,287.15,1019.0,2.0,54.0,14,2,0
509,50$ to 200$,2013,9,37,14,13,50,284.15,1023.0,1.0,71.0,14,2,0
510,50$ to 200$,2013,9,37,15,14,00,288.873,1027.0,1.0,63.0,2,1,0
511,50$ to 200$,2013,9,37,15,17,30,295.15,1019.0,3.0,40.0,14,4,0
512,50$ to 200$,2013,9,38,16,10,40,288.15,1022.0,2.0,87.0,11,0,0
513,50$ to 200$,2013,9,38,16,14,15,290.075,1030.0,4.0,77.0,7,2,0
514,50$ to 200$,2013,9,38,17,17,30,294.65,1025.0,2.0,45.0,14,3,0
515,50$ to 200$,2013,9,38,18,16,30,298.15,1020.0,2.0,47.0,0,1,0
516,50$ to 200$,2013,9,38,21,8,00,287.15,1009.0,2.0,82.0,14,5,0
517,50$ to 200$,2013,9,38,21,13,37,287.61,1011.0,4.0,82.0,13,2,0
518,50$ to 200$,2013,9,39,24,16,10,291.608,1021.0,2.0,62.0,14,2,0
519,50$ to 200$,2013,9,39,24,19,00,296.04,1013.0,1.0,54.0,14,2,0
520,50$ to 200$,2013,9,39,25,8,15,286.43,1010.0,1.0,84.0,7,0,0
521,50$ to 200$,2013,9,39,26,22,44,298.93,1015.0,3.0,45.0,14,3,0
522,50$ to 200$,2013,9,39,29,13,30,289.48,1017.0,2.0,100.0,9,4,0
523,50$ to 200$,2013,9,40,30,12,00,289.15,1017.0,1.0,87.0,3,4,0
524,50$ to 200$,2013,10,40,1,10,00,289.3633333,1029.0,2.0,93.0,13,2,0
525,50$ to 200$,2013,10,40,1,20,00,298.1766667,1029.0,3.0,65.0,14,4,0
526,50$ to 200$,2013,10,40,1,21,57,296.2095,1029.0,2.0,69.0,14,4,0
527,50$ to 200$,2013,10,40,2,22,00,296.2263333,1029.0,2.0,82.0,11,1,0
528,50$ to 200$,2013,10,40,4,14,30,295.43,1016.0,3.0,85.0,0,2,0
529,50$ to 200$,2013,10,40,5,7,00,295.0,1016.0,2.0,90.0,10,2,0
530,50$ to 200$,2013,10,40,5,12,15,294.15,1017.0,1.0,88.0,9,2,0
531,50$ to 200$,2013,10,40,5,16,02,294.13,1017.0,4.0,88.0,9,2,0
532,50$ to 200$,2013,10,40,6,12,30,287.15,1009.0,8.0,100.0,9,4,0
533,50$ to 200$,2013,10,41,7,12,30,281.35,1011.0,2.0,87.0,7,4,0
534,50$ to 200$,2013,10,41,7,15,00,283.145,1014.0,2.0,72.0,7,3,0
535,50$ to 200$,2013,10,41,9,0,01,284.15,1023.0,2.0,81.0,14,3,0
536,50$ to 200$,2013,10,41,10,2,30,282.15,1022.0,2.0,87.0,14,5,0
537,50$ to 200$,2013,10,41,10,17,30,296.15,1022.0,2.0,38.0,14,5,0
538,50$ to 200$,2013,10,41,12,13,00,284.6083333,1031.0,1.0,72.0,14,3,0
539,50$ to 200$,2013,10,41,12,18,20,297.36,1017.0,3.0,56.0,14,2,0
540,50$ to 200$,2013,10,41,12,19,45,298.03,1018.0,3.0,52.0,14,3,0
541,50$ to 200$,2013,10,42,14,0,43,289.439,1032.0,2.0,52.0,14,2,0
542,50$ to 200$,2013,10,42,15,0,01,287.21,1022.0,1.0,60.0,0,2,0
543,50$ to 200$,2013,10,42,15,16,30,289.47,1017.0,3.0,90.0,4,4,0
544,50$ to 200$,2013,10,42,18,0,01,281.88,1013.0,4.0,81.0,11,4,0
545,50$ to 200$,2013,10,42,18,20,00,291.2,1012.0,2.0,48.0,0,1,0
546,50$ to 200$,2013,10,42,19,12,00,279.7466667,1011.0,2.0,94.0,7,1,0
547,50$ to 200$,2013,10,42,20,19,00,291.15,1013.0,6.0,36.0,14,4,0
548,50$ to 200$,2013,10,43,21,12,13,280.72,1014.0,2.0,75.0,14,5,0
549,50$ to 200$,2013,10,43,21,18,15,285.15,1014.0,4.0,66.0,11,1,0
550,50$ to 200$,2013,10,43,22,17,00,283.15,1015.0,1.0,34.0,0,1,0
551,50$ to 200$,2013,10,44,30,20,30,290.9466667,1030.0,2.0,95.0,7,2,0
552,50$ to 200$,2013,11,44,1,8,00,282.4936667,1015.0,4.0,92.0,10,4,0
553,50$ to 200$,2013,11,44,3,19,00,283.3863333,1040.0,1.0,71.0,14,2,0
554,50$ to 200$,2013,11,45,4,17,00,282.5156667,1039.0,3.0,68.0,11,0,0
555,50$ to 200$,2013,11,45,5,12,00,282.264,1041.0,2.0,71.0,11,0,0
556,50$ to 200$,2013,11,45,9,23,00,287.33,1016.0,0.0,52.0,2,0,0
557,50$ to 200$,2013,11,47,19,21,15,282.99,1026.0,2.0,56.0,14,5,0
558,50$ to 200$,2013,11,47,20,20,00,280.15,1022.0,3.0,52.0,14,2,0
559,50$ to 200$,2013,11,47,20,22,10,279.15,1022.0,2.0,60.0,14,2,0
560,50$ to 200$,2013,11,47,23,8,00,272.15,1030.0,3.0,80.0,14,4,0
561,50$ to 200$,2013,11,47,23,20,00,270.15,1032.0,6.0,53.0,11,1,0
562,50$ to 200$,2013,11,48,25,11,00,269.15,1028.0,3.0,58.0,14,4,0
563,50$ to 200$,2013,12,49,4,11,15,282.63,1007.0,2.0,94.0,3,0,0
564,50$ to 200$,2013,12,49,6,21,00,270.01,1024.0,2.0,89.0,4,5,0
565,Under 50$,2013,1,2,12,12,00,284.15,1010.0,5.0,100.0,9,4,2
566,Under 50$,2013,1,3,19,13,50,266.89,1031.0,0.0,79.0,2,2,2
567,Under 50$,2013,2,6,8,22,00,284.52,1011.0,4.0,57.0,13,5,2
568,Under 50$,2013,3,12,20,19,25,275.74,1017.0,12.0,50.0,14,2,2
569,Under 50$,2013,4,14,6,18,00,286.66,1019.0,3.0,33.0,14,0,2
570,Under 50$,2013,4,14,6,21,30,286.99,1019.0,4.0,30.0,14,4,2
571,Under 50$,2013,4,15,13,19,10,279.5,1008.0,8.0,56.0,11,0,2
572,Under 50$,2013,4,17,23,17,00,289.44,1025.0,1.0,36.0,2,4,2
573,Under 50$,2013,5,22,30,0,01,299.99,1013.0,8.0,54.0,14,4,2
574,Under 50$,2013,5,22,31,20,30,302.32,1017.0,5.0,69.0,17,0,2
575,Under 50$,2013,6,24,15,14,00,293.07,1019.0,2.0,72.0,14,3,2
576,Under 50$,2013,6,25,17,17,00,296.16,1016.0,6.0,69.0,13,3,2
577,Under 50$,2013,6,26,24,22,30,295.74,1019.0,2.0,83.0,9,2,2
578,Under 50$,2013,6,26,28,12,00,295.52,1008.0,3.0,94.0,9,5,2
579,Under 50$,2013,7,27,4,18,15,297.15,1019.0,4.0,60.0,0,2,2
580,Under 50$,2013,7,28,12,17,30,298.11,1019.0,6.0,47.0,14,5,2
581,Under 50$,2013,7,29,16,12,00,297.69,1026.0,2.0,78.0,14,4,2
582,Under 50$,2013,7,29,21,2,40,301.45,1013.0,3.0,65.0,14,5,2
583,Under 50$,2013,7,30,24,8,30,294.47,1009.0,3.0,83.0,13,2,2
584,Under 50$,2013,8,33,14,14,30,293.26,1016.0,4.0,71.0,14,0,2
585,Under 50$,2013,8,35,26,20,00,307.58,1023.0,2.0,34.0,14,0,2
586,Under 50$,2013,8,35,28,0,01,301.902,1021.0,4.0,53.0,14,5,2
587,Under 50$,2013,8,35,28,8,00,296.25,1020.0,3.0,83.0,14,1,2
588,Under 50$,2013,9,36,8,1,00,300.7390000000001,996.0,2.0,45.0,0,2,2
589,Under 50$,2013,9,39,24,0,01,291.2666667,1016.0,1.0,63.0,14,4,2
590,Under 50$,2013,9,39,25,23,58,296.9,1012.0,0.0,44.0,14,5,2
591,Under 50$,2013,9,40,30,18,47,294.3765,1019.0,2.0,62.0,10,5,2
592,Under 50$,2013,10,40,1,12,00,291.505,1030.0,2.0,89.0,2,5,2
593,Under 50$,2013,10,40,5,12,08,294.15,1017.0,1.0,88.0,9,4,2
594,Under 50$,2013,11,46,11,19,00,283.44,1018.0,1.0,53.0,2,2,2
595,Over 200$,2014,1,4,20,21,00,276.95,984.0,1.0,59.0,7,0,1
596,Over 200$,2014,1,4,24,15,00,257.27,1003.0,1.0,59.0,2,0,1
597,Over 200$,2014,2,8,19,22,00,278.83,1018.0,2.0,65.0,0,4,1
598,Over 200$,2014,3,11,10,21,38,287.83,1007.0,5.0,50.0,0,0,1
599,Over 200$,2014,3,12,19,8,56,281.8,1007.0,5.0,75.0,0,2,1
600,Over 200$,2014,4,14,2,13,24,279.09,1020.0,2.0,87.0,7,0,1
601,Over 200$,2014,4,14,5,18,00,281.4,1022.0,3.0,52.0,13,1,1
602,Over 200$,2014,4,14,6,21,15,286.6,1016.0,3.0,37.0,7,5,1
603,Over 200$,2014,4,15,9,14,27,281.7,1017.0,0.0,65.0,14,2,1
604,Over 200$,2014,4,15,9,21,30,289.0,1016.0,5.0,38.0,0,3,1
605,Over 200$,2014,4,15,10,12,01,281.38,1014.0,5.0,61.0,13,0,1
606,Over 200$,2014,4,16,16,16,13,278.21,1028.0,6.0,44.0,7,0,1
607,Over 200$,2014,4,16,18,19,30,293.37,1025.0,3.0,32.0,13,2,1
608,Over 200$,2014,4,16,19,23,00,291.9,1024.0,5.0,34.0,13,3,1
609,Over 200$,2014,4,17,26,18,30,296.62,1013.0,4.0,40.0,13,0,1
610,Over 200$,2014,4,18,29,19,04,291.3373333,1017.0,7.0,73.0,5,0,1
611,Over 200$,2014,5,18,1,12,00,281.5035,1025.0,4.0,65.0,2,1,1
612,Over 200$,2014,5,18,1,16,37,284.867,1024.0,5.0,61.0,13,3,1
