,Description,DATE_year,DATE_month,DATE_day,Hour
29211,overcast clouds,2016,1,31,16
29212,overcast clouds,2016,1,31,17
29213,overcast clouds,2016,1,31,18
29214,scattered clouds,2016,1,31,19
29215,scattered clouds,2016,1,31,20
29216,broken clouds,2016,1,31,21
29217,overcast clouds,2016,1,31,22
29218,overcast clouds,2016,1,31,23
29219,moderate rain,2016,2,1,0
29220,light rain,2016,2,1,1
29221,light rain,2016,2,1,2
29222,light rain,2016,2,1,3
29223,mist,2016,2,1,4
29224,light rain,2016,2,1,5
29225,mist,2016,2,1,6
29226,mist,2016,2,1,7
29227,mist,2016,2,1,8
29228,broken clouds,2016,2,1,9
29229,light rain,2016,2,1,10
29230,mist,2016,2,1,11
29231,overcast clouds,2016,2,1,12
29232,mist,2016,2,1,13
29233,mist,2016,2,1,14
29234,broken clouds,2016,2,1,15
29235,light rain,2016,2,1,16
29236,mist,2016,2,1,17
29237,broken clouds,2016,2,1,18
29238,scattered clouds,2016,2,1,19
29239,light rain,2016,2,1,20
29240,sky is clear,2016,2,1,21
29241,sky is clear,2016,2,1,22
29242,sky is clear,2016,2,1,23
29243,sky is clear,2016,2,2,0
29244,mist,2016,2,2,1
29245,few clouds,2016,2,2,2
29246,mist,2016,2,2,3
29247,mist,2016,2,2,4
29248,sky is clear,2016,2,2,5
29249,mist,2016,2,2,6
29250,mist,2016,2,2,7
29251,mist,2016,2,2,8
29252,sky is clear,2016,2,2,9
29253,mist,2016,2,2,10
29254,mist,2016,2,2,11
29255,mist,2016,2,2,12
29256,mist,2016,2,2,13
29257,mist,2016,2,2,14
29258,broken clouds,2016,2,2,15
29259,overcast clouds,2016,2,2,16
29260,light rain,2016,2,2,17
29261,light rain,2016,2,2,18
29262,light rain,2016,2,2,19
29263,proximity thunderstorm,2016,2,2,20
29264,light rain,2016,2,2,21
29265,light rain,2016,2,2,22
29266,heavy intensity rain,2016,2,2,23
29267,light rain,2016,2,3,0
29268,mist,2016,2,3,1
29269,mist,2016,2,3,2
29270,very heavy rain,2016,2,3,3
29271,broken clouds,2016,2,3,4
29272,broken clouds,2016,2,3,5
29273,light intensity drizzle,2016,2,3,6
29274,scattered clouds,2016,2,3,7
29275,scattered clouds,2016,2,3,8
29276,scattered clouds,2016,2,3,9
29277,sky is clear,2016,2,3,10
29278,sky is clear,2016,2,3,11
29279,sky is clear,2016,2,3,12
29280,sky is clear,2016,2,3,13
29281,moderate rain,2016,2,3,14
29282,sky is clear,2016,2,3,15
29283,scattered clouds,2016,2,3,16
29284,overcast clouds,2016,2,3,17
29285,overcast clouds,2016,2,3,18
29286,overcast clouds,2016,2,3,19
29287,overcast clouds,2016,2,3,20
29288,overcast clouds,2016,2,3,21
29289,overcast clouds,2016,2,3,22
29290,light snow,2016,2,3,23
29291,overcast clouds,2016,2,4,0
29292,light snow,2016,2,4,1
29293,overcast clouds,2016,2,4,2
29294,overcast clouds,2016,2,4,3
29295,overcast clouds,2016,2,4,4
29296,overcast clouds,2016,2,4,5
29297,overcast clouds,2016,2,4,6
29298,overcast clouds,2016,2,4,7
29299,overcast clouds,2016,2,4,8
29300,overcast clouds,2016,2,4,9
29301,overcast clouds,2016,2,4,10
29302,overcast clouds,2016,2,4,11
29303,overcast clouds,2016,2,4,12
29304,light snow,2016,2,4,13
29305,light snow,2016,2,4,14
29306,overcast clouds,2016,2,4,15
29307,light snow,2016,2,4,16
29308,light snow,2016,2,4,17
29309,overcast clouds,2016,2,4,18
29310,overcast clouds,2016,2,4,19
29311,overcast clouds,2016,2,4,20
29312,scattered clouds,2016,2,4,21
29313,scattered clouds,2016,2,4,22
29314,sky is clear,2016,2,4,23
29315,sky is clear,2016,2,5,0
29316,sky is clear,2016,2,5,1
29317,sky is clear,2016,2,5,2
29318,sky is clear,2016,2,5,3
29319,sky is clear,2016,2,5,4
29320,sky is clear,2016,2,5,5
29321,sky is clear,2016,2,5,6
29322,sky is clear,2016,2,5,7
29323,sky is clear,2016,2,5,8
29324,sky is clear,2016,2,5,9
29325,sky is clear,2016,2,5,10
29326,sky is clear,2016,2,5,11
29327,sky is clear,2016,2,5,12
29328,sky is clear,2016,2,5,13
29329,sky is clear,2016,2,5,14
29330,sky is clear,2016,2,5,15
29331,few clouds,2016,2,5,16
29332,few clouds,2016,2,5,17
29333,few clouds,2016,2,5,18
29334,scattered clouds,2016,2,5,19
29335,scattered clouds,2016,2,5,20
29336,broken clouds,2016,2,5,21
29337,sky is clear,2016,2,5,22
29338,scattered clouds,2016,2,5,23
29339,scattered clouds,2016,2,6,0
29340,scattered clouds,2016,2,6,1
29341,sky is clear,2016,2,6,2
29342,sky is clear,2016,2,6,3
29343,scattered clouds,2016,2,6,4
29344,sky is clear,2016,2,6,5
29345,sky is clear,2016,2,6,6
29346,scattered clouds,2016,2,6,7
29347,mist,2016,2,6,8
29348,mist,2016,2,6,9
29349,mist,2016,2,6,10
29350,mist,2016,2,6,11
29351,mist,2016,2,6,12
29352,mist,2016,2,6,13
29353,mist,2016,2,6,14
29354,overcast clouds,2016,2,6,15
29355,haze,2016,2,6,16
29356,haze,2016,2,6,17
29357,few clouds,2016,2,6,18
29358,sky is clear,2016,2,6,19
29359,few clouds,2016,2,6,20
29360,sky is clear,2016,2,6,21
29361,sky is clear,2016,2,6,22
29362,sky is clear,2016,2,6,23
29363,sky is clear,2016,2,7,0
29364,sky is clear,2016,2,7,1
29365,sky is clear,2016,2,7,2
29366,sky is clear,2016,2,7,3
29367,sky is clear,2016,2,7,4
29368,sky is clear,2016,2,7,5
29369,sky is clear,2016,2,7,6
29370,sky is clear,2016,2,7,7
29371,sky is clear,2016,2,7,8
29372,sky is clear,2016,2,7,9
29373,sky is clear,2016,2,7,10
29374,sky is clear,2016,2,7,11
29375,sky is clear,2016,2,7,12
29376,scattered clouds,2016,2,7,13
29377,sky is clear,2016,2,7,14
29378,broken clouds,2016,2,7,15
29379,scattered clouds,2016,2,7,16
29380,sky is clear,2016,2,7,17
29381,sky is clear,2016,2,7,18
29382,sky is clear,2016,2,7,19
29383,broken clouds,2016,2,7,20
29384,broken clouds,2016,2,7,21
29385,broken clouds,2016,2,7,22
29386,scattered clouds,2016,2,7,23
29387,scattered clouds,2016,2,8,0
29388,scattered clouds,2016,2,8,1
29389,overcast clouds,2016,2,8,2
29390,sky is clear,2016,2,8,3
29391,sky is clear,2016,2,8,4
29392,overcast clouds,2016,2,8,5
29393,broken clouds,2016,2,8,6
29394,overcast clouds,2016,2,8,7
29395,scattered clouds,2016,2,8,8
29396,light rain,2016,2,8,9
29397,light snow,2016,2,8,10
29398,light rain,2016,2,8,11
29399,overcast clouds,2016,2,8,12
29400,overcast clouds,2016,2,8,13
29401,overcast clouds,2016,2,8,14
29402,light rain,2016,2,8,15
29403,light snow,2016,2,8,16
29404,light snow,2016,2,8,17
29405,light rain,2016,2,8,18
29406,mist,2016,2,8,19
29407,light snow,2016,2,8,20
29408,mist,2016,2,8,21
29409,mist,2016,2,8,22
29410,mist,2016,2,8,23
29411,light snow,2016,2,9,0
29412,light snow,2016,2,9,1
29413,light snow,2016,2,9,2
29414,mist,2016,2,9,3
29415,light snow,2016,2,9,4
29416,light snow,2016,2,9,5
29417,light snow,2016,2,9,6
29418,light snow,2016,2,9,7
29419,light snow,2016,2,9,8
29420,light snow,2016,2,9,9
29421,light snow,2016,2,9,10
29422,mist,2016,2,9,11
29423,mist,2016,2,9,12
29424,light snow,2016,2,9,13
29425,mist,2016,2,9,14
29426,light snow,2016,2,9,15
29427,light snow,2016,2,9,16
29428,light snow,2016,2,9,17
29429,light snow,2016,2,9,18
29430,light snow,2016,2,9,19
29431,light snow,2016,2,9,20
29432,snow,2016,2,9,21
29433,snow,2016,2,9,22
29434,mist,2016,2,9,23
29435,light snow,2016,2,10,0
29436,light snow,2016,2,10,1
29437,light snow,2016,2,10,2
29438,overcast clouds,2016,2,10,3
29439,light snow,2016,2,10,4
29440,light snow,2016,2,10,5
29441,light snow,2016,2,10,6
29442,light snow,2016,2,10,7
29443,light snow,2016,2,10,8
29444,light snow,2016,2,10,9
29445,light snow,2016,2,10,10
29446,light snow,2016,2,10,11
29447,overcast clouds,2016,2,10,12
29448,light snow,2016,2,10,13
29449,light snow,2016,2,10,14
29450,broken clouds,2016,2,10,15
29451,broken clouds,2016,2,10,16
29452,broken clouds,2016,2,10,17
29453,broken clouds,2016,2,10,18
29454,broken clouds,2016,2,10,19
29455,overcast clouds,2016,2,10,20
29456,overcast clouds,2016,2,10,21
29457,overcast clouds,2016,2,10,22
29458,overcast clouds,2016,2,10,23
29459,overcast clouds,2016,2,11,0
29460,overcast clouds,2016,2,11,1
29461,overcast clouds,2016,2,11,2
29462,broken clouds,2016,2,11,3
29463,sky is clear,2016,2,11,4
29464,broken clouds,2016,2,11,5
29465,scattered clouds,2016,2,11,6
29466,overcast clouds,2016,2,11,7
29467,overcast clouds,2016,2,11,8
29468,overcast clouds,2016,2,11,9
29469,scattered clouds,2016,2,11,10
29470,scattered clouds,2016,2,11,11
29471,scattered clouds,2016,2,11,12
29472,few clouds,2016,2,11,13
29473,sky is clear,2016,2,11,14
29474,sky is clear,2016,2,11,15
29475,few clouds,2016,2,11,16
29476,few clouds,2016,2,11,17
29477,scattered clouds,2016,2,11,18
29478,broken clouds,2016,2,11,19
29479,scattered clouds,2016,2,11,20
29480,scattered clouds,2016,2,11,21
29481,scattered clouds,2016,2,11,22
29482,scattered clouds,2016,2,11,23
29483,scattered clouds,2016,2,12,0
29484,sky is clear,2016,2,12,1
29485,sky is clear,2016,2,12,2
29486,overcast clouds,2016,2,12,3
29487,broken clouds,2016,2,12,4
29488,overcast clouds,2016,2,12,5
29489,scattered clouds,2016,2,12,6
29490,overcast clouds,2016,2,12,7
29491,scattered clouds,2016,2,12,8
29492,scattered clouds,2016,2,12,9
29493,broken clouds,2016,2,12,10
29494,overcast clouds,2016,2,12,11
29495,overcast clouds,2016,2,12,12
29496,overcast clouds,2016,2,12,13
29497,light snow,2016,2,12,14
29498,overcast clouds,2016,2,12,15
29499,overcast clouds,2016,2,12,16
29500,overcast clouds,2016,2,12,17
29501,overcast clouds,2016,2,12,18
29502,light snow,2016,2,12,19
29503,light snow,2016,2,12,20
29504,light snow,2016,2,12,21
29505,light snow,2016,2,12,22
29506,broken clouds,2016,2,12,23
29507,broken clouds,2016,2,13,0
29508,light snow,2016,2,13,1
29509,broken clouds,2016,2,13,2
29510,sky is clear,2016,2,13,3
29511,few clouds,2016,2,13,4
29512,sky is clear,2016,2,13,5
29513,few clouds,2016,2,13,6
29514,sky is clear,2016,2,13,7
29515,sky is clear,2016,2,13,8
29516,sky is clear,2016,2,13,9
29517,sky is clear,2016,2,13,10
29518,sky is clear,2016,2,13,11
29519,sky is clear,2016,2,13,12
29520,few clouds,2016,2,13,13
29521,sky is clear,2016,2,13,14
29522,few clouds,2016,2,13,15
29523,few clouds,2016,2,13,16
29524,sky is clear,2016,2,13,17
29525,few clouds,2016,2,13,18
29526,sky is clear,2016,2,13,19
29527,sky is clear,2016,2,13,20
29528,sky is clear,2016,2,13,21
29529,sky is clear,2016,2,13,22
29530,broken clouds,2016,2,13,23
29531,sky is clear,2016,2,14,0
29532,sky is clear,2016,2,14,1
29533,sky is clear,2016,2,14,2
29534,sky is clear,2016,2,14,3
29535,overcast clouds,2016,2,14,4
29536,sky is clear,2016,2,14,5
29537,sky is clear,2016,2,14,6
29538,overcast clouds,2016,2,14,7
29539,overcast clouds,2016,2,14,8
29540,overcast clouds,2016,2,14,9
29541,overcast clouds,2016,2,14,10
29542,overcast clouds,2016,2,14,11
29543,light snow,2016,2,14,12
29544,overcast clouds,2016,2,14,13
29545,overcast clouds,2016,2,14,14
29546,light snow,2016,2,14,15
29547,light snow,2016,2,14,16
29548,light snow,2016,2,14,17
29549,overcast clouds,2016,2,14,18
29550,mist,2016,2,14,19
29551,snow,2016,2,14,20
29552,mist,2016,2,14,21
29553,overcast clouds,2016,2,14,22
29554,mist,2016,2,14,23
29555,overcast clouds,2016,2,15,0
29556,light snow,2016,2,15,1
29557,light snow,2016,2,15,2
29558,overcast clouds,2016,2,15,3
29559,overcast clouds,2016,2,15,4
29560,overcast clouds,2016,2,15,5
29561,overcast clouds,2016,2,15,6
29562,mist,2016,2,15,7
29563,mist,2016,2,15,8
29564,mist,2016,2,15,9
29565,mist,2016,2,15,10
29566,mist,2016,2,15,11
29567,mist,2016,2,15,12
29568,mist,2016,2,15,13
29569,fog,2016,2,15,14
29570,fog,2016,2,15,15
29571,fog,2016,2,15,16
29572,mist,2016,2,15,17
29573,light rain,2016,2,15,18
29574,mist,2016,2,15,19
29575,mist,2016,2,15,20
29576,light rain,2016,2,15,21
29577,mist,2016,2,15,22
29578,mist,2016,2,15,23
29579,light snow,2016,2,16,0
29580,mist,2016,2,16,1
29581,overcast clouds,2016,2,16,2
29582,mist,2016,2,16,3
29583,mist,2016,2,16,4
29584,light snow,2016,2,16,5
29585,mist,2016,2,16,6
29586,mist,2016,2,16,7
29587,light snow,2016,2,16,8
29588,mist,2016,2,16,9
29589,mist,2016,2,16,10
29590,mist,2016,2,16,11
29591,mist,2016,2,16,12
29592,mist,2016,2,16,13
29593,light snow,2016,2,16,14
29594,overcast clouds,2016,2,16,15
29595,light rain,2016,2,16,16
29596,light rain,2016,2,16,17
29597,light rain,2016,2,16,18
29598,broken clouds,2016,2,16,19
29599,overcast clouds,2016,2,16,20
29600,broken clouds,2016,2,16,21
29601,overcast clouds,2016,2,16,22
29602,light snow,2016,2,16,23
29603,overcast clouds,2016,2,17,0
29604,overcast clouds,2016,2,17,1
29605,mist,2016,2,17,2
29606,overcast clouds,2016,2,17,3
29607,light snow,2016,2,17,4
29608,light snow,2016,2,17,5
29609,mist,2016,2,17,6
29610,mist,2016,2,17,7
29611,mist,2016,2,17,8
29612,mist,2016,2,17,9
29613,mist,2016,2,17,10
29614,mist,2016,2,17,11
29615,overcast clouds,2016,2,17,12
29616,broken clouds,2016,2,17,13
29617,light snow,2016,2,17,14
29618,broken clouds,2016,2,17,15
29619,scattered clouds,2016,2,17,16
29620,light snow,2016,2,17,17
29621,overcast clouds,2016,2,17,18
29622,broken clouds,2016,2,17,19
29623,broken clouds,2016,2,17,20
29624,overcast clouds,2016,2,17,21
29625,overcast clouds,2016,2,17,22
29626,light snow,2016,2,17,23
29627,overcast clouds,2016,2,18,0
29628,overcast clouds,2016,2,18,1
29629,overcast clouds,2016,2,18,2
29630,overcast clouds,2016,2,18,3
29631,overcast clouds,2016,2,18,4
29632,overcast clouds,2016,2,18,5
29633,overcast clouds,2016,2,18,6
29634,overcast clouds,2016,2,18,7
29635,overcast clouds,2016,2,18,8
29636,overcast clouds,2016,2,18,9
29637,overcast clouds,2016,2,18,10
29638,overcast clouds,2016,2,18,11
29639,broken clouds,2016,2,18,12
29640,mist,2016,2,18,13
29641,mist,2016,2,18,14
29642,sky is clear,2016,2,18,15
29643,few clouds,2016,2,18,16
29644,haze,2016,2,18,17
29645,overcast clouds,2016,2,18,18
29646,broken clouds,2016,2,18,19
29647,sky is clear,2016,2,18,20
29648,few clouds,2016,2,18,21
29649,scattered clouds,2016,2,18,22
29650,scattered clouds,2016,2,18,23
29651,overcast clouds,2016,2,19,0
29652,broken clouds,2016,2,19,1
29653,sky is clear,2016,2,19,2
29654,sky is clear,2016,2,19,3
29655,sky is clear,2016,2,19,4
29656,sky is clear,2016,2,19,5
29657,sky is clear,2016,2,19,6
29658,sky is clear,2016,2,19,7
29659,few clouds,2016,2,19,8
29660,sky is clear,2016,2,19,9
29661,sky is clear,2016,2,19,10
29662,sky is clear,2016,2,19,11
29663,sky is clear,2016,2,19,12
29664,sky is clear,2016,2,19,13
29665,sky is clear,2016,2,19,14
29666,sky is clear,2016,2,19,15
29667,sky is clear,2016,2,19,16
29668,sky is clear,2016,2,19,17
29669,scattered clouds,2016,2,19,18
29670,overcast clouds,2016,2,19,19
29671,overcast clouds,2016,2,19,20
29672,broken clouds,2016,2,19,21
29673,sky is clear,2016,2,19,22
29674,sky is clear,2016,2,19,23
29675,sky is clear,2016,2,20,0
29676,sky is clear,2016,2,20,1
29677,sky is clear,2016,2,20,2
29678,sky is clear,2016,2,20,3
29679,sky is clear,2016,2,20,4
29680,sky is clear,2016,2,20,5
29681,few clouds,2016,2,20,6
29682,sky is clear,2016,2,20,7
29683,sky is clear,2016,2,20,8
29684,sky is clear,2016,2,20,9
29685,sky is clear,2016,2,20,10
29686,sky is clear,2016,2,20,11
29687,sky is clear,2016,2,20,12
29688,fog,2016,2,20,13
29689,few clouds,2016,2,20,14
29690,sky is clear,2016,2,20,15
29691,sky is clear,2016,2,20,16
29692,sky is clear,2016,2,20,17
29693,sky is clear,2016,2,20,18
29694,few clouds,2016,2,20,19
29695,sky is clear,2016,2,20,20
29696,sky is clear,2016,2,20,21
29697,sky is clear,2016,2,20,22
29698,sky is clear,2016,2,20,23
29699,sky is clear,2016,2,21,0
29700,sky is clear,2016,2,21,1
29701,sky is clear,2016,2,21,2
29702,light rain,2016,2,21,3
29703,light rain,2016,2,21,4
29704,light rain,2016,2,21,5
29705,heavy intensity rain,2016,2,21,6
29706,heavy intensity rain,2016,2,21,7
29707,heavy intensity rain,2016,2,21,8
29708,light rain,2016,2,21,9
29709,light rain,2016,2,21,10
29710,light rain,2016,2,21,11
29711,light rain,2016,2,21,12
29712,light rain,2016,2,21,13
29713,broken clouds,2016,2,21,14
29714,scattered clouds,2016,2,21,15
29715,sky is clear,2016,2,21,16
29716,sky is clear,2016,2,21,17
29717,sky is clear,2016,2,21,18
29718,sky is clear,2016,2,21,19
29719,few clouds,2016,2,21,20
29720,scattered clouds,2016,2,21,21
29721,broken clouds,2016,2,21,22
29722,overcast clouds,2016,2,21,23
29723,overcast clouds,2016,2,22,0
29724,overcast clouds,2016,2,22,1
29725,overcast clouds,2016,2,22,2
29726,few clouds,2016,2,22,3
29727,few clouds,2016,2,22,4
29728,sky is clear,2016,2,22,5
29729,sky is clear,2016,2,22,6
29730,sky is clear,2016,2,22,7
29731,overcast clouds,2016,2,22,8
29732,overcast clouds,2016,2,22,9
29733,overcast clouds,2016,2,22,10
29734,overcast clouds,2016,2,22,11
29735,broken clouds,2016,2,22,12
29736,overcast clouds,2016,2,22,13
29737,sky is clear,2016,2,22,14
29738,sky is clear,2016,2,22,15
29739,sky is clear,2016,2,22,16
29740,sky is clear,2016,2,22,17
29741,scattered clouds,2016,2,22,18
29742,scattered clouds,2016,2,22,19
29743,scattered clouds,2016,2,22,20
29744,scattered clouds,2016,2,22,21
29745,scattered clouds,2016,2,22,22
29746,scattered clouds,2016,2,22,23
29747,sky is clear,2016,2,23,0
29748,sky is clear,2016,2,23,1
29749,sky is clear,2016,2,23,2
29750,sky is clear,2016,2,23,3
29751,sky is clear,2016,2,23,4
29752,sky is clear,2016,2,23,5
29753,sky is clear,2016,2,23,6
29754,sky is clear,2016,2,23,7
29755,sky is clear,2016,2,23,8
29756,sky is clear,2016,2,23,9
29757,sky is clear,2016,2,23,10
29758,sky is clear,2016,2,23,11
29759,sky is clear,2016,2,23,12
29760,sky is clear,2016,2,23,13
29761,scattered clouds,2016,2,23,14
29762,sky is clear,2016,2,23,15
29763,broken clouds,2016,2,23,16
29764,sky is clear,2016,2,23,17
29765,sky is clear,2016,2,23,18
29766,sky is clear,2016,2,23,19
29767,sky is clear,2016,2,23,20
29768,sky is clear,2016,2,23,21
29769,sky is clear,2016,2,23,22
29770,sky is clear,2016,2,23,23
29771,sky is clear,2016,2,24,0
29772,sky is clear,2016,2,24,1
29773,scattered clouds,2016,2,24,2
29774,overcast clouds,2016,2,24,3
29775,moderate rain,2016,2,24,4
29776,moderate rain,2016,2,24,5
29777,drizzle,2016,2,24,6
29778,mist,2016,2,24,7
29779,mist,2016,2,24,8
29780,mist,2016,2,24,9
29781,mist,2016,2,24,10
29782,mist,2016,2,24,11
29783,moderate rain,2016,2,24,12
29784,mist,2016,2,24,13
29785,heavy intensity rain,2016,2,24,14
29786,mist,2016,2,24,15
29787,moderate rain,2016,2,24,16
29788,drizzle,2016,2,24,17
29789,moderate rain,2016,2,24,18
29790,light snow,2016,2,24,19
29791,heavy intensity rain,2016,2,24,20
29792,mist,2016,2,24,21
29793,snow,2016,2,24,22
29794,mist,2016,2,24,23
29795,overcast clouds,2016,2,25,0
29796,mist,2016,2,25,1
29797,light snow,2016,2,25,2
29798,mist,2016,2,25,3
29799,light snow,2016,2,25,4
29800,mist,2016,2,25,5
29801,mist,2016,2,25,6
29802,mist,2016,2,25,7
29803,mist,2016,2,25,8
29804,overcast clouds,2016,2,25,9
29805,snow,2016,2,25,10
29806,mist,2016,2,25,11
29807,mist,2016,2,25,12
29808,light snow,2016,2,25,13
29809,mist,2016,2,25,14
29810,light snow,2016,2,25,15
29811,light snow,2016,2,25,16
29812,snow,2016,2,25,17
29813,light snow,2016,2,25,18
29814,light rain,2016,2,25,19
29815,snow,2016,2,25,20
29816,mist,2016,2,25,21
29817,light snow,2016,2,25,22
29818,overcast clouds,2016,2,25,23
29819,overcast clouds,2016,2,26,0
29820,overcast clouds,2016,2,26,1
29821,overcast clouds,2016,2,26,2
29822,overcast clouds,2016,2,26,3
29823,overcast clouds,2016,2,26,4
29824,light snow,2016,2,26,5
29825,light snow,2016,2,26,6
29826,light snow,2016,2,26,7
29827,broken clouds,2016,2,26,8
29828,light snow,2016,2,26,9
29829,overcast clouds,2016,2,26,10
29830,overcast clouds,2016,2,26,11
29831,overcast clouds,2016,2,26,12
29832,overcast clouds,2016,2,26,13
29833,scattered clouds,2016,2,26,14
29834,sky is clear,2016,2,26,15
29835,light rain,2016,2,26,16
29836,light rain,2016,2,26,17
29837,broken clouds,2016,2,26,18
29838,overcast clouds,2016,2,26,19
29839,overcast clouds,2016,2,26,20
29840,overcast clouds,2016,2,26,21
29841,overcast clouds,2016,2,26,22
29842,overcast clouds,2016,2,26,23
29843,overcast clouds,2016,2,27,0
29844,overcast clouds,2016,2,27,1
29845,overcast clouds,2016,2,27,2
29846,overcast clouds,2016,2,27,3
29847,overcast clouds,2016,2,27,4
29848,overcast clouds,2016,2,27,5
29849,scattered clouds,2016,2,27,6
29850,broken clouds,2016,2,27,7
29851,sky is clear,2016,2,27,8
29852,sky is clear,2016,2,27,9
29853,sky is clear,2016,2,27,10
29854,sky is clear,2016,2,27,11
29855,sky is clear,2016,2,27,12
29856,sky is clear,2016,2,27,13
29857,sky is clear,2016,2,27,14
29858,sky is clear,2016,2,27,15
29859,sky is clear,2016,2,27,16
29860,sky is clear,2016,2,27,17
29861,sky is clear,2016,2,27,18
29862,sky is clear,2016,2,27,19
29863,sky is clear,2016,2,27,20
29864,sky is clear,2016,2,27,21
29865,sky is clear,2016,2,27,22
29866,sky is clear,2016,2,27,23
29867,sky is clear,2016,2,28,0
29868,sky is clear,2016,2,28,1
29869,sky is clear,2016,2,28,2
29870,sky is clear,2016,2,28,3
29871,sky is clear,2016,2,28,4
29872,sky is clear,2016,2,28,5
29873,sky is clear,2016,2,28,6
29874,sky is clear,2016,2,28,7
29875,sky is clear,2016,2,28,8
29876,sky is clear,2016,2,28,9
29877,sky is clear,2016,2,28,10
29878,sky is clear,2016,2,28,11
29879,sky is clear,2016,2,28,12
29880,sky is clear,2016,2,28,13
29881,sky is clear,2016,2,28,14
29882,sky is clear,2016,2,28,15
29883,sky is clear,2016,2,28,16
29884,sky is clear,2016,2,28,17
29885,sky is clear,2016,2,28,18
29886,light rain,2016,2,28,19
29887,light rain,2016,2,28,20
29888,light rain,2016,2,28,21
29889,sky is clear,2016,2,28,22
29890,scattered clouds,2016,2,28,23
29891,overcast clouds,2016,2,29,0
29892,moderate rain,2016,2,29,1
29893,drizzle,2016,2,29,2
29894,moderate rain,2016,2,29,3
29895,mist,2016,2,29,4
29896,moderate rain,2016,2,29,5
29897,light rain,2016,2,29,6
29898,light rain,2016,2,29,7
29899,moderate rain,2016,2,29,8
29900,light rain,2016,2,29,9
29901,overcast clouds,2016,2,29,10
29902,moderate rain,2016,2,29,11
29903,overcast clouds,2016,2,29,12
29904,overcast clouds,2016,2,29,13
29905,overcast clouds,2016,2,29,14
29906,broken clouds,2016,2,29,15
29907,scattered clouds,2016,2,29,16
29908,moderate rain,2016,2,29,17
29909,sky is clear,2016,2,29,18
29910,sky is clear,2016,2,29,19
29911,sky is clear,2016,2,29,20
29912,sky is clear,2016,2,29,21
29913,sky is clear,2016,2,29,22
29914,moderate rain,2016,2,29,23
29915,sky is clear,2016,3,1,0
29916,sky is clear,2016,3,1,1
29917,sky is clear,2016,3,1,2
29918,sky is clear,2016,3,1,3
29919,sky is clear,2016,3,1,4
29920,sky is clear,2016,3,1,5
29921,sky is clear,2016,3,1,6
29922,sky is clear,2016,3,1,7
29923,sky is clear,2016,3,1,8
29924,sky is clear,2016,3,1,9
29925,sky is clear,2016,3,1,10
29926,few clouds,2016,3,1,11
29927,sky is clear,2016,3,1,12
29928,light rain,2016,3,1,13
29929,light rain,2016,3,1,14
29930,heavy intensity rain,2016,3,1,15
29931,mist,2016,3,1,16
29932,light intensity drizzle,2016,3,1,17
29933,moderate rain,2016,3,1,18
29934,mist,2016,3,1,19
29935,moderate rain,2016,3,1,20
29936,mist,2016,3,1,21
29937,light rain,2016,3,1,22
29938,light snow,2016,3,1,23
29939,snow,2016,3,2,0
29940,overcast clouds,2016,3,2,1
29941,broken clouds,2016,3,2,2
29942,light snow,2016,3,2,3
29943,light snow,2016,3,2,4
29944,overcast clouds,2016,3,2,5
29945,light snow,2016,3,2,6
29946,light snow,2016,3,2,7
29947,overcast clouds,2016,3,2,8
29948,light snow,2016,3,2,9
29949,scattered clouds,2016,3,2,10
29950,sky is clear,2016,3,2,11
29951,sky is clear,2016,3,2,12
29952,sky is clear,2016,3,2,13
29953,sky is clear,2016,3,2,14
29954,sky is clear,2016,3,2,15
29955,sky is clear,2016,3,2,16
29956,sky is clear,2016,3,2,17
29957,sky is clear,2016,3,2,18
29958,sky is clear,2016,3,2,19
29959,sky is clear,2016,3,2,20
29960,sky is clear,2016,3,2,21
29961,sky is clear,2016,3,2,22
29962,sky is clear,2016,3,2,23
29963,sky is clear,2016,3,3,0
29964,sky is clear,2016,3,3,1
29965,sky is clear,2016,3,3,2
29966,sky is clear,2016,3,3,3
29967,scattered clouds,2016,3,3,4
29968,overcast clouds,2016,3,3,5
29969,overcast clouds,2016,3,3,6
29970,mist,2016,3,3,7
29971,light snow,2016,3,3,8
29972,mist,2016,3,3,9
29973,overcast clouds,2016,3,3,10
29974,light snow,2016,3,3,11
29975,overcast clouds,2016,3,3,12
29976,overcast clouds,2016,3,3,13
29977,light snow,2016,3,3,14
29978,overcast clouds,2016,3,3,15
29979,overcast clouds,2016,3,3,16
29980,snow,2016,3,3,17
29981,light rain,2016,3,3,18
29982,mist,2016,3,3,19
29983,light rain,2016,3,3,20
29984,overcast clouds,2016,3,3,21
29985,overcast clouds,2016,3,3,22
29986,overcast clouds,2016,3,3,23
29987,light rain,2016,3,4,0
29988,light rain,2016,3,4,1
29989,light rain,2016,3,4,2
29990,light rain,2016,3,4,3
29991,light rain,2016,3,4,4
29992,light rain,2016,3,4,5
29993,overcast clouds,2016,3,4,6
29994,mist,2016,3,4,7
29995,light rain,2016,3,4,8
29996,mist,2016,3,4,9
29997,overcast clouds,2016,3,4,10
29998,overcast clouds,2016,3,4,11
29999,overcast clouds,2016,3,4,12
30000,overcast clouds,2016,3,4,13
30001,light rain,2016,3,4,14
30002,mist,2016,3,4,15
30003,light rain,2016,3,4,16
30004,light rain,2016,3,4,17
30005,light rain,2016,3,4,18
30006,few clouds,2016,3,4,19
30007,light rain,2016,3,4,20
30008,broken clouds,2016,3,4,21
30009,broken clouds,2016,3,4,22
